1,0,1,0;
4004 4005,0 0,1 0,0;4004 4005,0 0,0 1,0;
4005 4006,0 0,1 0,0;4005 4006,0 0,0 1,0;
4006 4007,0 0,1 0,0;4006 4007,0 0,0 1,0;
4007 4008,0 0,1 0,0;4007 4008,0 0,0 1,0;
4008 4009,0 0,1 0,0;4008 4009,0 0,0 1,0;
4009 4010,0 0,1 0,0;4009 4010,0 0,0 1,0;
4010 4011,0 0,1 0,0;4010 4011,0 0,0 1,0;
4011 4012,0 0,1 0,0;4011 4012,0 0,0 1,0;
4012 4013,0 0,1 0,0;4012 4013,0 0,0 1,0;
4013 4014,0 0,1 0,0;4013 4014,0 0,0 1,0;
4014 4015,0 0,1 0,0;4014 4015,0 0,0 1,0;
4015 4016,0 0,1 0,0;4015 4016,0 0,0 1,0;
4016 4017,0 0,1 0,0;4016 4017,0 0,0 1,0;
4017 4018,0 0,1 0,0;4017 4018,0 0,0 1,0;
4018 4019,0 0,1 0,0;4018 4019,0 0,0 1,0;
4019 4020,0 0,1 0,0;4019 4020,0 0,0 1,0;
4020 4021,0 0,1 0,0;4020 4021,0 0,0 1,0;
466 4021,0 0,1 0,0;466 4021,0 0,0 1,0;
709 710,0 0,1 0,0;709 710,0 0,0 1,0;
709 711 712,0 1 2,1 1 1,1.015223995656019;709 711 712,0 0 1,1 0 1,1.0035139311755281;709 711 712,0 0 1,0 1 1,1.0070326050922522;709 711 712,0 1 0,0 1 1,1.007393744349384;709 711 712,0 1 0,1 1 0,1.0056699172683934;709 711 712,0 1 1,1 0 1,1.0051682977071401;709 711 712,0 1 1,1 1 0,1.0072123760432579;709 711 712,0 0 0,0 0 1,1.0034502772675362;709 711 712,0 0 0,1 0 0,1.0026192019946407;709 711 712,0 0 0,0 1 0,1.0060659954394247;
711 4022,0 0,1 0,0;711 4022,0 0,0 1,0;
4022 4023,0 0,1 0,0;4022 4023,0 0,0 1,0;
4023 4024,0 0,1 0,0;4023 4024,0 0,0 1,0;
4024 4025,0 0,1 0,0;4024 4025,0 0,0 1,0;
4025 4026,0 0,1 0,0;4025 4026,0 0,0 1,0;
4026 4027,0 0,1 0,0;4026 4027,0 0,0 1,0;
4027 4028,0 0,1 0,0;4027 4028,0 0,0 1,0;
4028 4029,0 0,1 0,0;4028 4029,0 0,0 1,0;
4029 4030,0 0,1 0,0;4029 4030,0 0,0 1,0;
4030 4031,0 0,1 0,0;4030 4031,0 0,0 1,0;
4031 4032,0 0,1 0,0;4031 4032,0 0,0 1,0;
4032 4033,0 0,1 0,0;4032 4033,0 0,0 1,0;
4033 4034,0 0,1 0,0;4033 4034,0 0,0 1,0;
4034 4035,0 0,1 0,0;4034 4035,0 0,0 1,0;
4035 4036,0 0,1 0,0;4035 4036,0 0,0 1,0;
4036 4037,0 0,1 0,0;4036 4037,0 0,0 1,0;
4037 4038,0 0,1 0,0;4037 4038,0 0,0 1,0;
4038 4039,0 0,1 0,0;4038 4039,0 0,0 1,0;
4039 4040,0 0,1 0,0;4039 4040,0 0,0 1,0;
4040 4041,0 0,1 0,0;4040 4041,0 0,0 1,0;
4041 4042,0 0,1 0,0;4041 4042,0 0,0 1,0;
4042 4043,0 0,1 0,0;4042 4043,0 0,0 1,0;
4043 4044,0 0,1 0,0;4043 4044,0 0,0 1,0;
4044 4045,0 0,1 0,0;4044 4045,0 0,0 1,0;
4045 4046,0 0,1 0,0;4045 4046,0 0,0 1,0;
4046 4047,0 0,1 0,0;4046 4047,0 0,0 1,0;
4047 4048,0 0,1 0,0;4047 4048,0 0,0 1,0;
4048 4049,0 0,1 0,0;4048 4049,0 0,0 1,0;
4049 4050,0 0,1 0,0;4049 4050,0 0,0 1,0;
4050 4051,0 0,1 0,0;4050 4051,0 0,0 1,0;
4051 4052,0 0,1 0,0;4051 4052,0 0,0 1,0;
4052 4053,0 0,1 0,0;4052 4053,0 0,0 1,0;
4053 4054,0 0,1 0,0;4053 4054,0 0,0 1,0;
4054 4055,0 0,1 0,0;4054 4055,0 0,0 1,0;
4055 4056,0 0,1 0,0;4055 4056,0 0,0 1,0;
4056 4057,0 0,1 0,0;4056 4057,0 0,0 1,0;
4057 4058,0 0,1 0,0;4057 4058,0 0,0 1,0;
714 4058,0 0,1 0,0;714 4058,0 0,0 1,0;
714 715 716,0 1 2,1 1 1,1.0132039189145143;714 715 716,0 0 1,1 0 1,1.0038639389400617;714 715 716,0 0 1,0 1 1,1.0053599141280964;714 715 716,0 1 0,1 1 0,1.0036804790531941;714 715 716,0 1 0,0 1 1,1.005115022823091;714 715 716,0 1 1,1 1 0,1.004957245465852;714 715 716,0 1 1,1 0 1,1.0050746660422332;714 715 716,0 0 0,1 0 0,1.0020414480344615;714 715 716,0 0 0,0 1 0,1.0033147755879197;714 715 716,0 0 0,0 0 1,1.0030018472967484;
715 4059,0 0,1 0,0;715 4059,0 0,0 1,0;
4059 4060,0 0,1 0,0;4059 4060,0 0,0 1,0;
4060 4061,0 0,1 0,0;4060 4061,0 0,0 1,0;
4061 4062,0 0,1 0,0;4061 4062,0 0,0 1,0;
4062 4063,0 0,1 0,0;4062 4063,0 0,0 1,0;
4063 4064,0 0,1 0,0;4063 4064,0 0,0 1,0;
4064 4065,0 0,1 0,0;4064 4065,0 0,0 1,0;
718 4065,0 0,1 0,0;718 4065,0 0,0 1,0;
718 719 720,0 1 2,1 1 1,1.0136527649843712;718 719 720,0 0 1,1 0 1,1.0035115951474514;718 719 720,0 0 1,0 1 1,1.0050994559587088;718 719 720,0 1 0,0 1 1,1.0068222281208214;718 719 720,0 1 0,1 1 0,1.0064585900914558;718 719 720,0 1 1,1 0 1,1.0041996474971413;718 719 720,0 1 1,1 1 0,1.0057150809060966;718 719 720,0 0 0,0 0 1,1.0026980120113647;718 719 720,0 0 0,1 0 0,1.0025039862320595;718 719 720,0 0 0,0 1 0,1.0046159467294897;
719 4066,0 0,1 0,0;719 4066,0 0,0 1,0;
4066 4067,0 0,1 0,0;4066 4067,0 0,0 1,0;
4067 4068,0 0,1 0,0;4067 4068,0 0,0 1,0;
4068 4069,0 0,1 0,0;4068 4069,0 0,0 1,0;
4069 4070,0 0,1 0,0;4069 4070,0 0,0 1,0;
4070 4071,0 0,1 0,0;4070 4071,0 0,0 1,0;
4071 4072,0 0,1 0,0;4071 4072,0 0,0 1,0;
4072 4073,0 0,1 0,0;4072 4073,0 0,0 1,0;
4073 4074,0 0,1 0,0;4073 4074,0 0,0 1,0;
4074 4075,0 0,1 0,0;4074 4075,0 0,0 1,0;
4075 4076,0 0,1 0,0;4075 4076,0 0,0 1,0;
4076 4077,0 0,1 0,0;4076 4077,0 0,0 1,0;
4077 4078,0 0,1 0,0;4077 4078,0 0,0 1,0;
4078 4079,0 0,1 0,0;4078 4079,0 0,0 1,0;
4079 4080,0 0,1 0,0;4079 4080,0 0,0 1,0;
4080 4081,0 0,1 0,0;4080 4081,0 0,0 1,0;
4081 4082,0 0,1 0,0;4081 4082,0 0,0 1,0;
4082 4083,0 0,1 0,0;4082 4083,0 0,0 1,0;
4083 4084,0 0,1 0,0;4083 4084,0 0,0 1,0;
722 4084,0 0,1 0,0;722 4084,0 0,0 1,0;
722 723 724,0 1 2,1 1 1,1.0130716871488434;722 723 724,0 0 1,1 0 1,1.0031921529983157;722 723 724,0 0 1,0 1 1,1.0046014865727886;722 723 724,0 1 0,1 1 0,1.004679681826231;722 723 724,0 1 0,0 1 1,1.0053319540364778;722 723 724,0 1 1,1 1 0,1.0056802376113636;722 723 724,0 1 1,1 0 1,1.0045199367753366;722 723 724,0 0 0,1 0 0,1.0023912988928556;722 723 724,0 0 0,0 1 0,1.0038046388099866;722 723 724,0 0 0,0 0 1,1.0025993332105771;
723 4085,0 0,1 0,0;723 4085,0 0,0 1,0;
726 4085,0 0,1 0,0;726 4085,0 0,0 1,0;
727,0,1,0;
727 4086,0 0,1 0,0;727 4086,0 0,0 1,0;
4086 4087,0 0,1 0,0;4086 4087,0 0,0 1,0;
4087 4088,0 0,1 0,0;4087 4088,0 0,0 1,0;
4088 4089,0 0,1 0,0;4088 4089,0 0,0 1,0;
4089 4090,0 0,1 0,0;4089 4090,0 0,0 1,0;
4090 4091,0 0,1 0,0;4090 4091,0 0,0 1,0;
4091 4092,0 0,1 0,0;4091 4092,0 0,0 1,0;
4092 4093,0 0,1 0,0;4092 4093,0 0,0 1,0;
4093 4094,0 0,1 0,0;4093 4094,0 0,0 1,0;
4094 4095,0 0,1 0,0;4094 4095,0 0,0 1,0;
4095 4096,0 0,1 0,0;4095 4096,0 0,0 1,0;
4096 4097,0 0,1 0,0;4096 4097,0 0,0 1,0;
4097 4098,0 0,1 0,0;4097 4098,0 0,0 1,0;
4098 4099,0 0,1 0,0;4098 4099,0 0,0 1,0;
4099 4100,0 0,1 0,0;4099 4100,0 0,0 1,0;
4100 4101,0 0,1 0,0;4100 4101,0 0,0 1,0;
4101 4102,0 0,1 0,0;4101 4102,0 0,0 1,0;
4102 4103,0 0,1 0,0;4102 4103,0 0,0 1,0;
4103 4104,0 0,1 0,0;4103 4104,0 0,0 1,0;
4104 4105,0 0,1 0,0;4104 4105,0 0,0 1,0;
4105 4106,0 0,1 0,0;4105 4106,0 0,0 1,0;
4106 4107,0 0,1 0,0;4106 4107,0 0,0 1,0;
4107 4108,0 0,1 0,0;4107 4108,0 0,0 1,0;
4108 4109,0 0,1 0,0;4108 4109,0 0,0 1,0;
4109 4110,0 0,1 0,0;4109 4110,0 0,0 1,0;
4110 4111,0 0,1 0,0;4110 4111,0 0,0 1,0;
4111 4112,0 0,1 0,0;4111 4112,0 0,0 1,0;
4112 4113,0 0,1 0,0;4112 4113,0 0,0 1,0;
4113 4114,0 0,1 0,0;4113 4114,0 0,0 1,0;
4114 4115,0 0,1 0,0;4114 4115,0 0,0 1,0;
4115 4116,0 0,1 0,0;4115 4116,0 0,0 1,0;
4116 4117,0 0,1 0,0;4116 4117,0 0,0 1,0;
4117 4118,0 0,1 0,0;4117 4118,0 0,0 1,0;
4118 4119,0 0,1 0,0;4118 4119,0 0,0 1,0;
4119 4120,0 0,1 0,0;4119 4120,0 0,0 1,0;
4120 4121,0 0,1 0,0;4120 4121,0 0,0 1,0;
4121 4122,0 0,1 0,0;4121 4122,0 0,0 1,0;
4122 4123,0 0,1 0,0;4122 4123,0 0,0 1,0;
4123 4124,0 0,1 0,0;4123 4124,0 0,0 1,0;
4124 4125,0 0,1 0,0;4124 4125,0 0,0 1,0;
4125 4126,0 0,1 0,0;4125 4126,0 0,0 1,0;
4126 4127,0 0,1 0,0;4126 4127,0 0,0 1,0;
729 4127,0 0,1 0,0;729 4127,0 0,0 1,0;
729 730 731,0 1 2,1 1 1,1.117071692094197;729 730 731,0 0 1,1 0 1,1.1170564214044336;729 730 731,0 0 1,0 1 1,1.0036669078276976;729 730 731,0 1 0,1 1 0,1.1165563342407545;729 730 731,0 1 0,0 1 1,1.0047373265174122;729 730 731,0 1 1,1 1 0,1.1165563342407545;729 730 731,0 1 1,1 0 1,1.1170564214044336;729 730 731,0 0 0,1 0 0,1.1165410635509911;729 730 731,0 0 0,0 1 0,1.001752727277345;729 730 731,0 0 0,0 0 1,1.0038365824833644;
730 4128,0 0,1 0,0;730 4128,0 0,0 1,0;
4128 4129,0 0,1 0,0;4128 4129,0 0,0 1,0;
4129 4130,0 0,1 0,0;4129 4130,0 0,0 1,0;
4130 4131,0 0,1 0,0;4130 4131,0 0,0 1,0;
4131 4132,0 0,1 0,0;4131 4132,0 0,0 1,0;
4132 4133,0 0,1 0,0;4132 4133,0 0,0 1,0;
4133 4134,0 0,1 0,0;4133 4134,0 0,0 1,0;
4134 4135,0 0,1 0,0;4134 4135,0 0,0 1,0;
4135 4136,0 0,1 0,0;4135 4136,0 0,0 1,0;
4136 4137,0 0,1 0,0;4136 4137,0 0,0 1,0;
4137 4138,0 0,1 0,0;4137 4138,0 0,0 1,0;
4138 4139,0 0,1 0,0;4138 4139,0 0,0 1,0;
4139 4140,0 0,1 0,0;4139 4140,0 0,0 1,0;
4140 4141,0 0,1 0,0;4140 4141,0 0,0 1,0;
4141 4142,0 0,1 0,0;4141 4142,0 0,0 1,0;
4142 4143,0 0,1 0,0;4142 4143,0 0,0 1,0;
4143 4144,0 0,1 0,0;4143 4144,0 0,0 1,0;
4144 4145,0 0,1 0,0;4144 4145,0 0,0 1,0;
733 4145,0 0,1 0,0;733 4145,0 0,0 1,0;
735 4146,0 0,1 0,0;735 4146,0 0,0 1,0;
716 4146,0 0,1 0,0;716 4146,0 0,0 1,0;
332 4147,0 0,1 0,0;332 4147,0 0,0 1,0;
4147 4148,0 0,1 0,0;4147 4148,0 0,0 1,0;
4148 4149,0 0,1 0,0;4148 4149,0 0,0 1,0;
4149 4150,0 0,1 0,0;4149 4150,0 0,0 1,0;
4150 4151,0 0,1 0,0;4150 4151,0 0,0 1,0;
4151 4152,0 0,1 0,0;4151 4152,0 0,0 1,0;
4152 4153,0 0,1 0,0;4152 4153,0 0,0 1,0;
4153 4154,0 0,1 0,0;4153 4154,0 0,0 1,0;
4154 4155,0 0,1 0,0;4154 4155,0 0,0 1,0;
4155 4156,0 0,1 0,0;4155 4156,0 0,0 1,0;
4156 4157,0 0,1 0,0;4156 4157,0 0,0 1,0;
4157 4158,0 0,1 0,0;4157 4158,0 0,0 1,0;
175 4158,0 0,1 0,0;175 4158,0 0,0 1,0;
2430 4159,0 0,1 0,0;2430 4159,0 0,0 1,0;
4159 4160,0 0,1 0,0;4159 4160,0 0,0 1,0;
4160 4161,0 0,1 0,0;4160 4161,0 0,0 1,0;
4161 4162,0 0,1 0,0;4161 4162,0 0,0 1,0;
4162 4163,0 0,1 0,0;4162 4163,0 0,0 1,0;
4163 4164,0 0,1 0,0;4163 4164,0 0,0 1,0;
4164 4165,0 0,1 0,0;4164 4165,0 0,0 1,0;
4165 4166,0 0,1 0,0;4165 4166,0 0,0 1,0;
4166 4167,0 0,1 0,0;4166 4167,0 0,0 1,0;
4167 4168,0 0,1 0,0;4167 4168,0 0,0 1,0;
4168 4169,0 0,1 0,0;4168 4169,0 0,0 1,0;
4169 4170,0 0,1 0,0;4169 4170,0 0,0 1,0;
4170 4171,0 0,1 0,0;4170 4171,0 0,0 1,0;
4171 4172,0 0,1 0,0;4171 4172,0 0,0 1,0;
737 4172,0 0,1 0,0;737 4172,0 0,0 1,0;
737 738 739 740,0 1 2 3,1 1 1 1,1.1165587308429499;737 738 739 740,0 0 1 2,1 0 1 1,1.1165456257484971;737 738 739 740,0 0 1 2,0 1 1 1,1.1165587308429499;737 738 739 740,0 1 0 2,1 1 0 1,1.1165587308429499;737 738 739 740,0 1 0 2,0 1 1 1,1.1165587308429499;737 738 739 740,0 1 1 2,1 1 0 1,1.1165587308429499;737 738 739 740,0 1 1 2,1 0 1 1,1.1165456257484971;737 738 739 740,0 0 0 1,1 0 0 1,1.1165456257484971;737 738 739 740,0 0 0 1,0 1 0 1,1.0045862071286273;737 738 739 740,0 0 0 1,0 0 1 1,1.1165456257484971;737 738 739 740,0 1 2 0,1 1 1 0,1.1165541686454439;737 738 739 740,0 1 2 0,0 1 1 1,1.1165587308429499;737 738 739 740,0 1 2 1,1 1 1 0,1.1165541686454439;737 738 739 740,0 1 2 1,1 0 1 1,1.1165456257484971;737 738 739 740,0 1 2 2,1 1 1 0,1.1165541686454439;737 738 739 740,0 1 2 2,1 1 0 1,1.1165587308429499;737 738 739 740,0 0 1 0,1 0 1 0,1.1165410635509911;737 738 739 740,0 0 1 0,0 1 1 0,1.1165541686454439;737 738 739 740,0 0 1 0,0 0 1 1,1.1165456257484971;737 738 739 740,0 0 1 1,1 0 1 0,1.1165410635509911;737 738 739 740,0 0 1 1,1 0 0 1,1.1165456257484971;737 738 739 740,0 0 1 1,0 1 1 0,1.1165541686454439;737 738 739 740,0 0 1 1,0 1 0 1,1.0012976196804786;737 738 739 740,0 1 0 0,1 1 0 0,1.1165541686454439;737 738 739 740,0 1 0 0,0 1 1 0,1.1165541686454439;737 738 739 740,0 1 0 0,0 1 0 1,1.004353803284971;737 738 739 740,0 1 0 1,1 1 0 0,1.1165541686454439;737 738 739 740,0 1 0 1,1 0 0 1,1.1165456257484971;737 738 739 740,0 1 0 1,0 1 1 0,1.1165541686454439;737 738 739 740,0 1 0 1,0 0 1 1,1.1165456257484971;737 738 739 740,0 1 1 0,1 1 0 0,1.1165541686454439;737 738 739 740,0 1 1 0,1 0 1 0,1.1165410635509911;737 738 739 740,0 1 1 0,0 1 0 1,1.0025134884149511;737 738 739 740,0 1 1 0,0 0 1 1,1.1165456257484971;737 738 739 740,0 1 1 1,1 1 0 0,1.1165541686454439;737 738 739 740,0 1 1 1,1 0 1 0,1.1165410635509911;737 738 739 740,0 1 1 1,1 0 0 1,1.1165456257484971;737 738 739 740,0 0 0 0,1 0 0 0,1.1165410635509911;737 738 739 740,0 0 0 0,0 1 0 0,1.0028065327149447;737 738 739 740,0 0 0 0,0 0 1 0,1.1165410635509911;737 738 739 740,0 0 0 0,0 0 0 1,1.0018060936293587;
738 741,0 0,1 0,0;738 741,0 0,0 1,0;
741 742 743,0 1 2,1 1 1,1.0127263026292348;741 742 743,0 0 1,1 0 1,1.003838141065059;741 742 743,0 0 1,0 1 1,1.0041522689284683;741 742 743,0 1 0,1 1 0,1.0061184543249044;741 742 743,0 1 0,0 1 1,1.0050490872851743;741 742 743,0 1 1,1 1 0,1.0045368315538754;741 742 743,0 1 1,1 0 1,1.0035249098148384;741 742 743,0 0 0,1 0 0,1.0028561126900197;741 742 743,0 0 0,0 1 0,1.0029933079276276;741 742 743,0 0 0,0 0 1,1.0017448799198776;
742 4173,0 0,1 0,0;742 4173,0 0,0 1,0;
4173 4174,0 0,1 0,0;4173 4174,0 0,0 1,0;
4174 4175,0 0,1 0,0;4174 4175,0 0,0 1,0;
4175 4176,0 0,1 0,0;4175 4176,0 0,0 1,0;
4176 4177,0 0,1 0,0;4176 4177,0 0,0 1,0;
200 4177,0 0,1 0,0;200 4177,0 0,0 1,0;
746 4178,0 0,1 0,0;746 4178,0 0,0 1,0;
4178 4179,0 0,1 0,0;4178 4179,0 0,0 1,0;
747 4179,0 0,1 0,0;747 4179,0 0,0 1,0;
747 748 749,0 1 2,1 1 1,1.012969514138133;747 748 749,0 0 1,1 0 1,1.0038162711357703;747 748 749,0 0 1,0 1 1,1.0047817937053938;747 748 749,0 1 0,1 1 0,1.0040763648592241;747 748 749,0 1 0,0 1 1,1.0041621547319983;747 748 749,0 1 1,1 1 0,1.0055113905740747;747 748 749,0 1 1,1 0 1,1.004472860722042;747 748 749,0 0 0,1 0 0,1.0022758013076123;747 748 749,0 0 0,0 1 0,1.0039730557757192;747 748 749,0 0 0,0 0 1,1.0021820461093942;
748 4180,0 0,1 0,0;748 4180,0 0,0 1,0;
4180 4181,0 0,1 0,0;4180 4181,0 0,0 1,0;
4181 4182,0 0,1 0,0;4181 4182,0 0,0 1,0;
4182 4183,0 0,1 0,0;4182 4183,0 0,0 1,0;
4183 4184,0 0,1 0,0;4183 4184,0 0,0 1,0;
751 4184,0 0,1 0,0;751 4184,0 0,0 1,0;
752,0,1,0;
752 4185,0 0,1 0,0;752 4185,0 0,0 1,0;
4185 4186,0 0,1 0,0;4185 4186,0 0,0 1,0;
4186 4187,0 0,1 0,0;4186 4187,0 0,0 1,0;
433 4187,0 0,1 0,0;433 4187,0 0,0 1,0;
4188 4189,0 0,1 0,0;4188 4189,0 0,0 1,0;
754 4188,0 0,1 0,0;754 4188,0 0,0 1,0;
754 756 757,0 1 2,1 1 1,1.1176434166377642;754 756 757,0 0 1,1 0 1,1.1174749917275655;754 756 757,0 0 1,0 1 1,1.1167094884611897;754 756 757,0 1 0,1 1 0,1.0063515230912168;754 756 757,0 1 0,0 1 1,1.1167094884611897;754 756 757,0 1 1,1 1 0,1.0051794057914412;754 756 757,0 1 1,1 0 1,1.1174749917275655;754 756 757,0 0 0,1 0 0,1.0041347049638423;754 756 757,0 0 0,0 1 0,1.0025319930723022;754 756 757,0 0 0,0 0 1,1.1165410635509911;
756 4190,0 0,1 0,0;756 4190,0 0,0 1,0;
4190 4191,0 0,1 0,0;4190 4191,0 0,0 1,0;
4191 4192,0 0,1 0,0;4191 4192,0 0,0 1,0;
4192 4193,0 0,1 0,0;4192 4193,0 0,0 1,0;
4193 4194,0 0,1 0,0;4193 4194,0 0,0 1,0;
759 4194,0 0,1 0,0;759 4194,0 0,0 1,0;
759 760 761,0 1 2,1 1 1,1.012816015439463;759 760 761,0 0 1,0 1 1,1.0036485917576305;759 760 761,0 0 1,1 0 1,1.00379649805719;759 760 761,0 1 0,0 1 1,1.0050419900415908;759 760 761,0 1 0,1 1 0,1.0062778613548757;759 760 761,0 1 1,1 1 0,1.0053502782979284;759 760 761,0 1 1,1 0 1,1.004506617344868;759 760 761,0 0 0,0 1 0,1.0029858449721565;759 760 761,0 0 0,0 0 1,1.0018075198765903;759 760 761,0 0 0,1 0 0,1.0035234657696102;
760 4195,0 0,1 0,0;760 4195,0 0,0 1,0;
4195 4196,0 0,1 0,0;4195 4196,0 0,0 1,0;
4196 4197,0 0,1 0,0;4196 4197,0 0,0 1,0;
763 4197,0 0,1 0,0;763 4197,0 0,0 1,0;
763 764 765,0 1 2,1 1 1,1.012765789209405;763 764 765,0 0 1,1 0 1,1.0038474304100578;763 764 765,0 0 1,0 1 1,1.0036055210884332;763 764 765,0 1 0,1 1 0,1.0064051004707444;763 764 765,0 1 0,0 1 1,1.0054694193764921;763 764 765,0 1 1,1 1 0,1.0049462401943139;763 764 765,0 1 1,1 0 1,1.0045593796039083;763 764 765,0 0 0,1 0 0,1.0042323783931606;763 764 765,0 0 0,0 1 0,1.0034917262842722;763 764 765,0 0 0,0 0 1,1.002286371027893;
764 4198,0 0,1 0,0;764 4198,0 0,0 1,0;
4198 4199,0 0,1 0,0;4198 4199,0 0,0 1,0;
528 4199,0 0,1 0,0;528 4199,0 0,0 1,0;
767,0,1,0;
768 769 770,0 1 2,1 1 1,1.1165410635509911;768 769 770,0 0 1,1 0 1,1.1165410635509911;768 769 770,0 0 1,0 1 1,1.1165410635509911;768 769 770,0 1 0,1 1 0,1.1165410635509911;768 769 770,0 1 0,0 1 1,1.1165410635509911;768 769 770,0 1 1,1 1 0,1.1165410635509911;768 769 770,0 1 1,1 0 1,1.1165410635509911;768 769 770,0 0 0,1 0 0,1.1165410635509911;768 769 770,0 0 0,0 1 0,1.1165410635509911;768 769 770,0 0 0,0 0 1,1.1165410635509911;
768 4200,0 0,1 0,0;768 4200,0 0,0 1,0;
4200 4201,0 0,1 0,0;4200 4201,0 0,0 1,0;
4201 4202,0 0,1 0,0;4201 4202,0 0,0 1,0;
4202 4203,0 0,1 0,0;4202 4203,0 0,0 1,0;
4203 4204,0 0,1 0,0;4203 4204,0 0,0 1,0;
4204 4205,0 0,1 0,0;4204 4205,0 0,0 1,0;
4205 4206,0 0,1 0,0;4205 4206,0 0,0 1,0;
4206 4207,0 0,1 0,0;4206 4207,0 0,0 1,0;
773 4208,0 0,1 0,0;773 4208,0 0,0 1,0;
4208 4209,0 0,1 0,0;4208 4209,0 0,0 1,0;
4209 4210,0 0,1 0,0;4209 4210,0 0,0 1,0;
4210 4211,0 0,1 0,0;4210 4211,0 0,0 1,0;
4211 4212,0 0,1 0,0;4211 4212,0 0,0 1,0;
4212 4213,0 0,1 0,0;4212 4213,0 0,0 1,0;
4213 4214,0 0,1 0,0;4213 4214,0 0,0 1,0;
4214 4215,0 0,1 0,0;4214 4215,0 0,0 1,0;
4215 4216,0 0,1 0,0;4215 4216,0 0,0 1,0;
4216 4217,0 0,1 0,0;4216 4217,0 0,0 1,0;
4217 4218,0 0,1 0,0;4217 4218,0 0,0 1,0;
4218 4219,0 0,1 0,0;4218 4219,0 0,0 1,0;
774 4219,0 0,1 0,0;774 4219,0 0,0 1,0;
556 4220,0 0,1 0,0;556 4220,0 0,0 1,0;
4220 4221,0 0,1 0,0;4220 4221,0 0,0 1,0;
4221 4222,0 0,1 0,0;4221 4222,0 0,0 1,0;
4222 4223,0 0,1 0,0;4222 4223,0 0,0 1,0;
4223 4224,0 0,1 0,0;4223 4224,0 0,0 1,0;
4224 4225,0 0,1 0,0;4224 4225,0 0,0 1,0;
4225 4226,0 0,1 0,0;4225 4226,0 0,0 1,0;
4226 4227,0 0,1 0,0;4226 4227,0 0,0 1,0;
4227 4228,0 0,1 0,0;4227 4228,0 0,0 1,0;
4228 4229,0 0,1 0,0;4228 4229,0 0,0 1,0;
4229 4230,0 0,1 0,0;4229 4230,0 0,0 1,0;
4230 4231,0 0,1 0,0;4230 4231,0 0,0 1,0;
4231 4232,0 0,1 0,0;4231 4232,0 0,0 1,0;
776 4232,0 0,1 0,0;776 4232,0 0,0 1,0;
776,0,1,0;
777,0,1,0;
777 778,0 0,1 0,0;777 778,0 0,0 1,0;
778 779 780 781,0 1 2 3,1 1 1 1,1.1169143386322808;778 779 780 781,0 0 1 2,1 0 1 1,1.1168150567360449;778 779 780 781,0 0 1 2,0 1 1 1,1.1169143386322808;778 779 780 781,0 1 0 2,1 1 0 1,1.1166403454472271;778 779 780 781,0 1 0 2,0 1 1 1,1.1169143386322808;778 779 780 781,0 1 1 2,1 1 0 1,1.1166403454472271;778 779 780 781,0 1 1 2,1 0 1 1,1.1168150567360449;778 779 780 781,0 0 0 1,1 0 0 1,1.1165410635509911;778 779 780 781,0 0 0 1,0 1 0 1,1.1166403454472271;778 779 780 781,0 0 0 1,0 0 1 1,1.1168150567360449;778 779 780 781,0 1 2 0,1 1 1 0,1.1169143386322808;778 779 780 781,0 1 2 0,0 1 1 1,1.1169143386322808;778 779 780 781,0 1 2 1,1 1 1 0,1.1169143386322808;778 779 780 781,0 1 2 1,1 0 1 1,1.1168150567360449;778 779 780 781,0 1 2 2,1 1 1 0,1.1169143386322808;778 779 780 781,0 1 2 2,1 1 0 1,1.1166403454472271;778 779 780 781,0 0 1 0,1 0 1 0,1.1168150567360449;778 779 780 781,0 0 1 0,0 1 1 0,1.0054813764283015;778 779 780 781,0 0 1 0,0 0 1 1,1.1168150567360449;778 779 780 781,0 0 1 1,1 0 1 0,1.1168150567360449;778 779 780 781,0 0 1 1,1 0 0 1,1.1165410635509911;778 779 780 781,0 0 1 1,0 1 1 0,1.0017344632228327;778 779 780 781,0 0 1 1,0 1 0 1,1.1166403454472271;778 779 780 781,0 1 0 0,1 1 0 0,1.1166403454472271;778 779 780 781,0 1 0 0,0 1 1 0,1.0054813764283015;778 779 780 781,0 1 0 0,0 1 0 1,1.1166403454472271;778 779 780 781,0 1 0 1,1 1 0 0,1.1166403454472271;778 779 780 781,0 1 0 1,1 0 0 1,1.1165410635509911;778 779 780 781,0 1 0 1,0 1 1 0,1.0024181489770594;778 779 780 781,0 1 0 1,0 0 1 1,1.1168150567360449;778 779 780 781,0 1 1 0,1 1 0 0,1.1166403454472271;778 779 780 781,0 1 1 0,1 0 1 0,1.1168150567360449;778 779 780 781,0 1 1 0,0 1 0 1,1.1166403454472271;778 779 780 781,0 1 1 0,0 0 1 1,1.1168150567360449;778 779 780 781,0 1 1 1,1 1 0 0,1.1166403454472271;778 779 780 781,0 1 1 1,1 0 1 0,1.1168150567360449;778 779 780 781,0 1 1 1,1 0 0 1,1.1165410635509911;778 779 780 781,0 0 0 0,1 0 0 0,1.1165410635509911;778 779 780 781,0 0 0 0,0 1 0 0,1.0034729330978822;778 779 780 781,0 0 0 0,0 0 1 0,1.0024527332435256;778 779 780 781,0 0 0 0,0 0 0 1,1.1165410635509911;
779 4233,0 0,1 0,0;779 4233,0 0,0 1,0;
4233 4234,0 0,1 0,0;4233 4234,0 0,0 1,0;
565 4234,0 0,1 0,0;565 4234,0 0,0 1,0;
