1,0,1,0;
199 3529,0 0,1 0,0;199 3529,0 0,0 1,0;
203 3529,0 0,1 0,0;203 3529,0 0,0 1,0;
203 204 205,0 1 2,1 1 1,1.0072088325654125;203 204 205,0 0 1,1 0 1,1.00175648054096;203 204 205,0 0 1,0 1 1,1.003017863363351;203 204 205,0 1 0,1 1 0,1.0022933035889465;203 204 205,0 1 0,0 1 1,1.0030632381729376;203 204 205,0 1 1,1 1 0,1.00312714522138;203 204 205,0 1 1,1 0 1,1.0026420262098104;203 204 205,0 0 0,1 0 0,1.0013270703281967;203 204 205,0 0 0,0 1 0,1.0026026733881692;203 204 205,0 0 0,0 0 1,1.0016157436884798;
204 3530,0 0,1 0,0;204 3530,0 0,0 1,0;
3530 3531,0 0,1 0,0;3530 3531,0 0,0 1,0;
3531 3532,0 0,1 0,0;3531 3532,0 0,0 1,0;
3532 3533,0 0,1 0,0;3532 3533,0 0,0 1,0;
3533 3534,0 0,1 0,0;3533 3534,0 0,0 1,0;
3534 3535,0 0,1 0,0;3534 3535,0 0,0 1,0;
3535 3536,0 0,1 0,0;3535 3536,0 0,0 1,0;
3536 3537,0 0,1 0,0;3536 3537,0 0,0 1,0;
3537 3538,0 0,1 0,0;3537 3538,0 0,0 1,0;
3538 3539,0 0,1 0,0;3538 3539,0 0,0 1,0;
3539 3540,0 0,1 0,0;3539 3540,0 0,0 1,0;
3540 3541,0 0,1 0,0;3540 3541,0 0,0 1,0;
3541 3542,0 0,1 0,0;3541 3542,0 0,0 1,0;
3542 3543,0 0,1 0,0;3542 3543,0 0,0 1,0;
3543 3544,0 0,1 0,0;3543 3544,0 0,0 1,0;
3544 3545,0 0,1 0,0;3544 3545,0 0,0 1,0;
3545 3546,0 0,1 0,0;3545 3546,0 0,0 1,0;
3546 3547,0 0,1 0,0;3546 3547,0 0,0 1,0;
3547 3548,0 0,1 0,0;3547 3548,0 0,0 1,0;
3548 3549,0 0,1 0,0;3548 3549,0 0,0 1,0;
3549 3550,0 0,1 0,0;3549 3550,0 0,0 1,0;
3550 3551,0 0,1 0,0;3550 3551,0 0,0 1,0;
3551 3552,0 0,1 0,0;3551 3552,0 0,0 1,0;
3552 3553,0 0,1 0,0;3552 3553,0 0,0 1,0;
3553 3554,0 0,1 0,0;3553 3554,0 0,0 1,0;
3554 3555,0 0,1 0,0;3554 3555,0 0,0 1,0;
3555 3556,0 0,1 0,0;3555 3556,0 0,0 1,0;
3556 3557,0 0,1 0,0;3556 3557,0 0,0 1,0;
3557 3558,0 0,1 0,0;3557 3558,0 0,0 1,0;
3558 3559,0 0,1 0,0;3558 3559,0 0,0 1,0;
3559 3560,0 0,1 0,0;3559 3560,0 0,0 1,0;
3560 3561,0 0,1 0,0;3560 3561,0 0,0 1,0;
3561 3562,0 0,1 0,0;3561 3562,0 0,0 1,0;
3562 3563,0 0,1 0,0;3562 3563,0 0,0 1,0;
3563 3564,0 0,1 0,0;3563 3564,0 0,0 1,0;
3564 3565,0 0,1 0,0;3564 3565,0 0,0 1,0;
3565 3566,0 0,1 0,0;3565 3566,0 0,0 1,0;
3566 3567,0 0,1 0,0;3566 3567,0 0,0 1,0;
3567 3568,0 0,1 0,0;3567 3568,0 0,0 1,0;
3568 3569,0 0,1 0,0;3568 3569,0 0,0 1,0;
3569 3570,0 0,1 0,0;3569 3570,0 0,0 1,0;
3570 3571,0 0,1 0,0;3570 3571,0 0,0 1,0;
3571 3572,0 0,1 0,0;3571 3572,0 0,0 1,0;
3572 3573,0 0,1 0,0;3572 3573,0 0,0 1,0;
3573 3574,0 0,1 0,0;3573 3574,0 0,0 1,0;
3574 3575,0 0,1 0,0;3574 3575,0 0,0 1,0;
3575 3576,0 0,1 0,0;3575 3576,0 0,0 1,0;
3576 3577,0 0,1 0,0;3576 3577,0 0,0 1,0;
3577 3578,0 0,1 0,0;3577 3578,0 0,0 1,0;
3578 3579,0 0,1 0,0;3578 3579,0 0,0 1,0;
3579 3580,0 0,1 0,0;3579 3580,0 0,0 1,0;
3580 3581,0 0,1 0,0;3580 3581,0 0,0 1,0;
3581 3582,0 0,1 0,0;3581 3582,0 0,0 1,0;
3582 3583,0 0,1 0,0;3582 3583,0 0,0 1,0;
23 3583,0 0,1 0,0;23 3583,0 0,0 1,0;
207 3584,0 0,1 0,0;207 3584,0 0,0 1,0;
207 209 210,0 1 2,1 1 1,1.0594338665945482;207 209 210,0 0 1,0 1 1,1.059433577933736;207 209 210,0 0 1,1 0 1,1.0594178781484238;207 209 210,0 1 0,0 1 1,1.059433577933736;207 209 210,0 1 0,1 1 0,1.0021423866418184;207 209 210,0 1 1,1 1 0,1.0024892885184835;207 209 210,0 1 1,1 0 1,1.0594178781484238;207 209 210,0 0 0,0 1 0,1.0015923727247225;207 209 210,0 0 0,0 0 1,1.0594175894876117;207 209 210,0 0 0,1 0 0,1.000986798143619;
209 211,0 0,1 0,0;209 211,0 0,0 1,0;
211 212 213,0 1 2,1 1 1,1.0594341447652897;211 212 213,0 0 1,1 0 1,1.0594179756592732;211 212 213,0 0 1,0 1 1,1.0594337585936282;211 212 213,0 1 0,1 1 0,1.002678044499354;211 212 213,0 1 0,0 1 1,1.0594337585936282;211 212 213,0 1 1,1 1 0,1.0022552334843298;211 212 213,0 1 1,1 0 1,1.0594179756592732;211 212 213,0 0 0,1 0 0,1.0010690954436643;211 212 213,0 0 0,0 1 0,1.0017020790472462;211 212 213,0 0 0,0 0 1,1.0594175894876117;
212 214,0 0,1 0,0;212 214,0 0,0 1,0;
214 215 216 217,0 1 2 3,1 1 1 1,1.0595302759035996;214 215 216 217,0 0 1 2,1 0 1 1,1.0594562765410453;214 215 216 217,0 0 1 2,0 1 1 1,1.0595284588410974;214 215 216 217,0 1 0 2,0 1 1 1,1.0595284588410974;214 215 216 217,0 1 0 2,1 1 0 1,1.059493405912668;214 215 216 217,0 1 1 2,1 0 1 1,1.0594562765410453;214 215 216 217,0 1 1 2,1 1 0 1,1.059493405912668;214 215 216 217,0 0 0 1,0 0 1 1,1.059454459478543;214 215 216 217,0 0 0 1,1 0 0 1,1.0594194065501137;214 215 216 217,0 0 0 1,0 1 0 1,1.059491588850166;214 215 216 217,0 1 2 0,0 1 1 1,1.0595284588410974;214 215 216 217,0 1 2 0,1 1 1 0,1.003444771735367;214 215 216 217,0 1 2 1,1 0 1 1,1.0594562765410453;214 215 216 217,0 1 2 1,1 1 1 0,1.0033520423482003;214 215 216 217,0 1 2 2,1 1 1 0,1.0025428068189766;214 215 216 217,0 1 2 2,1 1 0 1,1.059493405912668;214 215 216 217,0 0 1 0,0 0 1 1,1.059454459478543;214 215 216 217,0 0 1 0,1 0 1 0,1.0024690557916653;214 215 216 217,0 0 1 0,0 1 1 0,1.0029297137562323;214 215 216 217,0 0 1 1,1 0 1 0,1.0006701523846337;214 215 216 217,0 0 1 1,1 0 0 1,1.0594194065501137;214 215 216 217,0 0 1 1,0 1 1 0,1.0010059600129138;214 215 216 217,0 0 1 1,0 1 0 1,1.059491588850166;214 215 216 217,0 1 0 0,0 1 1 0,1.0029297137562323;214 215 216 217,0 1 0 0,0 1 0 1,1.059491588850166;214 215 216 217,0 1 0 0,1 1 0 0,1.0023366248481707;214 215 216 217,0 1 0 1,0 0 1 1,1.059454459478543;214 215 216 217,0 1 0 1,0 1 1 0,1.001452634841649;214 215 216 217,0 1 0 1,1 0 0 1,1.0594194065501137;214 215 216 217,0 1 0 1,1 1 0 0,1.0013091652438855;214 215 216 217,0 1 1 0,0 0 1 1,1.059454459478543;214 215 216 217,0 1 1 0,0 1 0 1,1.059491588850166;214 215 216 217,0 1 1 0,1 0 1 0,1.001221011670486;214 215 216 217,0 1 1 0,1 1 0 0,1.0015104385272515;214 215 216 217,0 1 1 1,1 0 1 0,1.0023701094667974;214 215 216 217,0 1 1 1,1 0 0 1,1.0594194065501137;214 215 216 217,0 1 1 1,1 1 0 0,1.0032371892559573;214 215 216 217,0 0 0 0,0 0 1 0,1.001339199679847;214 215 216 217,0 0 0 0,0 0 0 1,1.0594175894876117;214 215 216 217,0 0 0 0,1 0 0 0,1.0009020638365895;214 215 216 217,0 0 0 0,0 1 0 0,1.001942795579266;
215 3585,0 0,1 0,0;215 3585,0 0,0 1,0;
3585 3586,0 0,1 0,0;3585 3586,0 0,0 1,0;
219 3586,0 0,1 0,0;219 3586,0 0,0 1,0;
219 220 221 222,0 1 2 3,1 1 1 1,1.060062347363283;219 220 221 222,0 0 1 2,1 0 1 1,1.0594354644100268;219 220 221 222,0 0 1 2,0 1 1 1,1.0600606668679142;219 220 221 222,0 1 0 2,1 1 0 1,1.0600461529362368;219 220 221 222,0 1 0 2,0 1 1 1,1.0600606668679142;219 220 221 222,0 1 1 2,1 1 0 1,1.0600461529362368;219 220 221 222,0 1 1 2,1 0 1 1,1.0594354644100268;219 220 221 222,0 0 0 1,1 0 0 1,1.0594192699829805;219 220 221 222,0 0 0 1,0 1 0 1,1.060044472440868;219 220 221 222,0 0 0 1,0 0 1 1,1.059433783914658;219 220 221 222,0 1 2 0,1 1 1 0,1.0037111701977286;219 220 221 222,0 1 2 0,0 1 1 1,1.0600606668679142;219 220 221 222,0 1 2 1,1 1 1 0,1.0038514168342136;219 220 221 222,0 1 2 1,1 0 1 1,1.0594354644100268;219 220 221 222,0 1 2 2,1 1 1 0,1.0031123421206416;219 220 221 222,0 1 2 2,1 1 0 1,1.0600461529362368;219 220 221 222,0 0 1 0,1 0 1 0,1.0022313959530624;219 220 221 222,0 0 1 0,0 1 1 0,1.003566192307471;219 220 221 222,0 0 1 0,0 0 1 1,1.059433783914658;219 220 221 222,0 0 1 1,1 0 1 0,1.0005473774149742;219 220 221 222,0 0 1 1,1 0 0 1,1.0594192699829805;219 220 221 222,0 0 1 1,0 1 1 0,1.0015089591677548;219 220 221 222,0 0 1 1,0 1 0 1,1.060044472440868;219 220 221 222,0 1 0 0,1 1 0 0,1.0027956871070098;219 220 221 222,0 1 0 0,0 1 1 0,1.00333553815981;219 220 221 222,0 1 0 0,0 1 0 1,1.060044472440868;219 220 221 222,0 1 0 1,1 1 0 0,1.002129788237213;219 220 221 222,0 1 0 1,1 0 0 1,1.0594192699829805;219 220 221 222,0 1 0 1,0 1 1 0,1.0024228793509127;219 220 221 222,0 1 0 1,0 0 1 1,1.059433783914658;219 220 221 222,0 1 1 0,1 1 0 0,1.0019262424592779;219 220 221 222,0 1 1 0,1 0 1 0,1.0010829798176513;219 220 221 222,0 1 1 0,0 1 0 1,1.060044472440868;219 220 221 222,0 1 1 0,0 0 1 1,1.059433783914658;219 220 221 222,0 1 1 1,1 1 0 0,1.00388021811287;219 220 221 222,0 1 1 1,1 0 1 0,1.002403653346976;219 220 221 222,0 1 1 1,1 0 0 1,1.0594192699829805;219 220 221 222,0 0 0 0,1 0 0 0,1.0007862326079768;219 220 221 222,0 0 0 0,0 1 0 0,1.0023883852041233;219 220 221 222,0 0 0 0,0 0 1 0,1.0012263427192434;219 220 221 222,0 0 0 0,0 0 0 1,1.0594175894876117;
220 3587,0 0,1 0,0;220 3587,0 0,0 1,0;
3587 3588,0 0,1 0,0;3587 3588,0 0,0 1,0;
3588 3589,0 0,1 0,0;3588 3589,0 0,0 1,0;
3589 3590,0 0,1 0,0;3589 3590,0 0,0 1,0;
3590 3591,0 0,1 0,0;3590 3591,0 0,0 1,0;
3591 3592,0 0,1 0,0;3591 3592,0 0,0 1,0;
3592 3593,0 0,1 0,0;3592 3593,0 0,0 1,0;
3593 3594,0 0,1 0,0;3593 3594,0 0,0 1,0;
3594 3595,0 0,1 0,0;3594 3595,0 0,0 1,0;
3595 3596,0 0,1 0,0;3595 3596,0 0,0 1,0;
224 3596,0 0,1 0,0;224 3596,0 0,0 1,0;
226 3597,0 0,1 0,0;226 3597,0 0,0 1,0;
3597 3598,0 0,1 0,0;3597 3598,0 0,0 1,0;
227 3598,0 0,1 0,0;227 3598,0 0,0 1,0;
227 228 229,0 1 2,1 1 1,1.0067186665057586;227 228 229,0 0 1,1 0 1,1.00156054261958;227 228 229,0 0 1,0 1 1,1.0025551547463234;227 228 229,0 1 0,1 1 0,1.0030091884022472;227 228 229,0 1 0,0 1 1,1.0035909703785906;227 228 229,0 1 1,1 1 0,1.0026486072600436;227 228 229,0 1 1,1 0 1,1.0019136231712853;227 228 229,0 0 0,1 0 0,1.0010871308905291;227 228 229,0 0 0,0 1 0,1.0020891276971904;227 228 229,0 0 0,0 0 1,1.0014544532108232;
230 231,0 0,1 0,0;230 231,0 0,0 1,0;
230 232 233 234,0 1 2 3,1 1 1 1,1.059671720600302;230 232 233 234,0 0 1 2,0 1 1 1,1.059671720600302;230 232 233 234,0 0 1 2,1 0 1 1,1.0594193184474765;230 232 233 234,0 1 0 2,0 1 1 1,1.059671720600302;230 232 233 234,0 1 0 2,1 1 0 1,1.0596699916404368;230 232 233 234,0 1 1 2,1 1 0 1,1.0596699916404368;230 232 233 234,0 1 1 2,1 0 1 1,1.0594193184474765;230 232 233 234,0 0 0 1,0 1 0 1,1.0596699916404368;230 232 233 234,0 0 0 1,0 0 1 1,1.0594193184474765;230 232 233 234,0 0 0 1,1 0 0 1,1.0594175894876117;230 232 233 234,0 1 2 0,0 1 1 1,1.059671720600302;230 232 233 234,0 1 2 0,1 1 1 0,1.059671720600302;230 232 233 234,0 1 2 1,1 1 1 0,1.059671720600302;230 232 233 234,0 1 2 1,1 0 1 1,1.0594193184474765;230 232 233 234,0 1 2 2,1 1 1 0,1.059671720600302;230 232 233 234,0 1 2 2,1 1 0 1,1.0596699916404368;230 232 233 234,0 0 1 0,0 1 1 0,1.0025822893768257;230 232 233 234,0 0 1 0,0 0 1 1,1.0594193184474765;230 232 233 234,0 0 1 0,1 0 1 0,1.0594193184474765;230 232 233 234,0 0 1 1,0 1 1 0,1.0008936597660048;230 232 233 234,0 0 1 1,0 1 0 1,1.0596699916404368;230 232 233 234,0 0 1 1,1 0 1 0,1.0594193184474765;230 232 233 234,0 0 1 1,1 0 0 1,1.0594175894876117;230 232 233 234,0 1 0 0,0 1 1 0,1.0028246911140812;230 232 233 234,0 1 0 0,0 1 0 1,1.0596699916404368;230 232 233 234,0 1 0 0,1 1 0 0,1.0596699916404368;230 232 233 234,0 1 0 1,0 1 1 0,1.0015166870773773;230 232 233 234,0 1 0 1,0 0 1 1,1.0594193184474765;230 232 233 234,0 1 0 1,1 1 0 0,1.0596699916404368;230 232 233 234,0 1 0 1,1 0 0 1,1.0594175894876117;230 232 233 234,0 1 1 0,0 1 0 1,1.0596699916404368;230 232 233 234,0 1 1 0,0 0 1 1,1.0594193184474765;230 232 233 234,0 1 1 0,1 1 0 0,1.0596699916404368;230 232 233 234,0 1 1 0,1 0 1 0,1.0594193184474765;230 232 233 234,0 1 1 1,1 1 0 0,1.0596699916404368;230 232 233 234,0 1 1 1,1 0 1 0,1.0594193184474765;230 232 233 234,0 1 1 1,1 0 0 1,1.0594175894876117;230 232 233 234,0 0 0 0,0 1 0 0,1.001636904511778;230 232 233 234,0 0 0 0,0 0 1 0,1.0009104759125458;230 232 233 234,0 0 0 0,0 0 0 1,1.0594175894876117;230 232 233 234,0 0 0 0,1 0 0 0,1.0594175894876117;
232 3599,0 0,1 0,0;232 3599,0 0,0 1,0;
3599 3600,0 0,1 0,0;3599 3600,0 0,0 1,0;
3600 3601,0 0,1 0,0;3600 3601,0 0,0 1,0;
3601 3602,0 0,1 0,0;3601 3602,0 0,0 1,0;
3602 3603,0 0,1 0,0;3602 3603,0 0,0 1,0;
3603 3604,0 0,1 0,0;3603 3604,0 0,0 1,0;
236 3604,0 0,1 0,0;236 3604,0 0,0 1,0;
236 237 238,0 1 2,1 1 1,1.059708963602279;236 237 238,0 0 1,1 0 1,1.059424716760605;236 237 238,0 0 1,0 1 1,1.0597018363292856;236 237 238,0 1 0,1 1 0,1.0025187668086686;236 237 238,0 1 0,0 1 1,1.0597018363292856;236 237 238,0 1 1,1 1 0,1.0026090868060535;236 237 238,0 1 1,1 0 1,1.059424716760605;236 237 238,0 0 0,1 0 0,1.0009093782479022;236 237 238,0 0 0,0 1 0,1.0016828667291056;236 237 238,0 0 0,0 0 1,1.0594175894876117;
237 3605,0 0,1 0,0;237 3605,0 0,0 1,0;
3605 3606,0 0,1 0,0;3605 3606,0 0,0 1,0;
3606 3607,0 0,1 0,0;3606 3607,0 0,0 1,0;
3607 3608,0 0,1 0,0;3607 3608,0 0,0 1,0;
3608 3609,0 0,1 0,0;3608 3609,0 0,0 1,0;
3609 3610,0 0,1 0,0;3609 3610,0 0,0 1,0;
3610 3611,0 0,1 0,0;3610 3611,0 0,0 1,0;
3611 3612,0 0,1 0,0;3611 3612,0 0,0 1,0;
3612 3613,0 0,1 0,0;3612 3613,0 0,0 1,0;
3613 3614,0 0,1 0,0;3613 3614,0 0,0 1,0;
3614 3615,0 0,1 0,0;3614 3615,0 0,0 1,0;
240 3615,0 0,1 0,0;240 3615,0 0,0 1,0;
240 241 242,0 1 2,1 1 1,1.0595130143500409;240 241 242,0 0 1,1 0 1,1.0594757571786857;240 241 242,0 0 1,0 1 1,1.0594548466589668;240 241 242,0 1 0,1 1 0,1.0023831449521787;240 241 242,0 1 0,0 1 1,1.0594548466589668;240 241 242,0 1 1,1 1 0,1.0017370278624087;240 241 242,0 1 1,1 0 1,1.0594757571786857;240 241 242,0 0 0,1 0 0,1.001132185248872;240 241 242,0 0 0,0 1 0,1.0012547511549152;240 241 242,0 0 0,0 0 1,1.0594175894876117;
241 3616,0 0,1 0,0;241 3616,0 0,0 1,0;
3616 3617,0 0,1 0,0;3616 3617,0 0,0 1,0;
3617 3618,0 0,1 0,0;3617 3618,0 0,0 1,0;
3618 3619,0 0,1 0,0;3618 3619,0 0,0 1,0;
3619 3620,0 0,1 0,0;3619 3620,0 0,0 1,0;
3620 3621,0 0,1 0,0;3620 3621,0 0,0 1,0;
3621 3622,0 0,1 0,0;3621 3622,0 0,0 1,0;
3622 3623,0 0,1 0,0;3622 3623,0 0,0 1,0;
3623 3624,0 0,1 0,0;3623 3624,0 0,0 1,0;
3624 3625,0 0,1 0,0;3624 3625,0 0,0 1,0;
3625 3626,0 0,1 0,0;3625 3626,0 0,0 1,0;
3626 3627,0 0,1 0,0;3626 3627,0 0,0 1,0;
3627 3628,0 0,1 0,0;3627 3628,0 0,0 1,0;
3628 3629,0 0,1 0,0;3628 3629,0 0,0 1,0;
3629 3630,0 0,1 0,0;3629 3630,0 0,0 1,0;
3630 3631,0 0,1 0,0;3630 3631,0 0,0 1,0;
3631 3632,0 0,1 0,0;3631 3632,0 0,0 1,0;
3632 3633,0 0,1 0,0;3632 3633,0 0,0 1,0;
3633 3634,0 0,1 0,0;3633 3634,0 0,0 1,0;
3634 3635,0 0,1 0,0;3634 3635,0 0,0 1,0;
3635 3636,0 0,1 0,0;3635 3636,0 0,0 1,0;
3636 3637,0 0,1 0,0;3636 3637,0 0,0 1,0;
3637 3638,0 0,1 0,0;3637 3638,0 0,0 1,0;
3638 3639,0 0,1 0,0;3638 3639,0 0,0 1,0;
3639 3640,0 0,1 0,0;3639 3640,0 0,0 1,0;
3640 3641,0 0,1 0,0;3640 3641,0 0,0 1,0;
3641 3642,0 0,1 0,0;3641 3642,0 0,0 1,0;
3642 3643,0 0,1 0,0;3642 3643,0 0,0 1,0;
3643 3644,0 0,1 0,0;3643 3644,0 0,0 1,0;
3644 3645,0 0,1 0,0;3644 3645,0 0,0 1,0;
3645 3646,0 0,1 0,0;3645 3646,0 0,0 1,0;
3646 3647,0 0,1 0,0;3646 3647,0 0,0 1,0;
3647 3648,0 0,1 0,0;3647 3648,0 0,0 1,0;
3648 3649,0 0,1 0,0;3648 3649,0 0,0 1,0;
3649 3650,0 0,1 0,0;3649 3650,0 0,0 1,0;
3650 3651,0 0,1 0,0;3650 3651,0 0,0 1,0;
3651 3652,0 0,1 0,0;3651 3652,0 0,0 1,0;
244 3652,0 0,1 0,0;244 3652,0 0,0 1,0;
245 246,0 0,1 0,0;245 246,0 0,0 1,0;
245 247 248 249,0 1 2 3,1 1 1 1,1.05953634259801;245 247 248 249,0 0 1 2,1 0 1 1,1.0595304336285014;245 247 248 249,0 0 1 2,0 1 1 1,1.0594849795654662;245 247 248 249,0 1 0 2,0 1 1 1,1.0594849795654662;245 247 248 249,0 1 0 2,1 1 0 1,1.059474861489664;245 247 248 249,0 1 1 2,1 0 1 1,1.0595304336285014;245 247 248 249,0 1 1 2,1 1 0 1,1.059474861489664;245 247 248 249,0 0 0 1,0 0 1 1,1.0594790705959576;245 247 248 249,0 0 0 1,1 0 0 1,1.0594689525201553;245 247 248 249,0 0 0 1,0 1 0 1,1.0594234984571202;245 247 248 249,0 1 2 0,0 1 1 1,1.0594849795654662;245 247 248 249,0 1 2 0,1 1 1 0,1.0030996193817698;245 247 248 249,0 1 2 1,1 0 1 1,1.0595304336285014;245 247 248 249,0 1 2 1,1 1 1 0,1.0023747860371413;245 247 248 249,0 1 2 2,1 1 1 0,1.0026315836564625;245 247 248 249,0 1 2 2,1 1 0 1,1.059474861489664;245 247 248 249,0 0 1 0,0 0 1 1,1.0594790705959576;245 247 248 249,0 0 1 0,1 0 1 0,1.0029352514844956;245 247 248 249,0 0 1 0,0 1 1 0,1.0022667892828891;245 247 248 249,0 0 1 1,1 0 1 0,1.0011805936878269;245 247 248 249,0 0 1 1,1 0 0 1,1.0594689525201553;245 247 248 249,0 0 1 1,0 1 1 0,1.0008767312604585;245 247 248 249,0 0 1 1,0 1 0 1,1.0594234984571202;245 247 248 249,0 1 0 0,0 1 1 0,1.002198524642615;245 247 248 249,0 1 0 0,0 1 0 1,1.0594234984571202;245 247 248 249,0 1 0 0,1 1 0 0,1.0025639001235187;245 247 248 249,0 1 0 1,0 0 1 1,1.0594790705959576;245 247 248 249,0 1 0 1,0 1 1 0,1.000557455465685;245 247 248 249,0 1 0 1,1 0 0 1,1.0594689525201553;245 247 248 249,0 1 0 1,1 1 0 0,1.000754996502807;245 247 248 249,0 1 1 0,0 0 1 1,1.0594790705959576;245 247 248 249,0 1 1 0,0 1 0 1,1.0594234984571202;245 247 248 249,0 1 1 0,1 0 1 0,1.0017935767194328;245 247 248 249,0 1 1 0,1 1 0 0,1.0017306706666373;245 247 248 249,0 1 1 1,1 0 1 0,1.0026049403139765;245 247 248 249,0 1 1 1,1 0 0 1,1.0594689525201553;245 247 248 249,0 1 1 1,1 1 0 0,1.0028361198168245;245 247 248 249,0 0 0 0,0 0 1 0,1.0012320072128167;245 247 248 249,0 0 0 0,0 0 0 1,1.0594175894876117;245 247 248 249,0 0 0 0,1 0 0 0,1.001677470523271;245 247 248 249,0 0 0 0,0 1 0 0,1.001146714910665;
247 3653,0 0,1 0,0;247 3653,0 0,0 1,0;
251 3653,0 0,1 0,0;251 3653,0 0,0 1,0;
251 252 253,0 1 2,1 1 1,1.0068267135111812;251 252 253,0 0 1,1 0 1,1.002590473018177;251 252 253,0 0 1,0 1 1,1.0020134061696298;251 252 253,0 1 0,1 1 0,1.0024901067095364;251 252 253,0 1 0,0 1 1,1.0028465018538253;251 252 253,0 1 1,1 1 0,1.0017911320599933;251 252 253,0 1 1,1 0 1,1.002737299047197;251 252 253,0 0 0,1 0 0,1.0017447481936834;251 252 253,0 0 0,0 1 0,1.0011734548479179;251 252 253,0 0 0,0 0 1,1.0018756947397598;
252 3654,0 0,1 0,0;252 3654,0 0,0 1,0;
3654 3655,0 0,1 0,0;3654 3655,0 0,0 1,0;
3655 3656,0 0,1 0,0;3655 3656,0 0,0 1,0;
3656 3657,0 0,1 0,0;3656 3657,0 0,0 1,0;
3657 3658,0 0,1 0,0;3657 3658,0 0,0 1,0;
3658 3659,0 0,1 0,0;3658 3659,0 0,0 1,0;
3659 3660,0 0,1 0,0;3659 3660,0 0,0 1,0;
3660 3661,0 0,1 0,0;3660 3661,0 0,0 1,0;
3661 3662,0 0,1 0,0;3661 3662,0 0,0 1,0;
3662 3663,0 0,1 0,0;3662 3663,0 0,0 1,0;
3663 3664,0 0,1 0,0;3663 3664,0 0,0 1,0;
3664 3665,0 0,1 0,0;3664 3665,0 0,0 1,0;
3665 3666,0 0,1 0,0;3665 3666,0 0,0 1,0;
3666 3667,0 0,1 0,0;3666 3667,0 0,0 1,0;
3667 3668,0 0,1 0,0;3667 3668,0 0,0 1,0;
3668 3669,0 0,1 0,0;3668 3669,0 0,0 1,0;
3669 3670,0 0,1 0,0;3669 3670,0 0,0 1,0;
3670 3671,0 0,1 0,0;3670 3671,0 0,0 1,0;
3671 3672,0 0,1 0,0;3671 3672,0 0,0 1,0;
3672 3673,0 0,1 0,0;3672 3673,0 0,0 1,0;
3673 3674,0 0,1 0,0;3673 3674,0 0,0 1,0;
3674 3675,0 0,1 0,0;3674 3675,0 0,0 1,0;
3675 3676,0 0,1 0,0;3675 3676,0 0,0 1,0;
3676 3677,0 0,1 0,0;3676 3677,0 0,0 1,0;
3677 3678,0 0,1 0,0;3677 3678,0 0,0 1,0;
3678 3679,0 0,1 0,0;3678 3679,0 0,0 1,0;
3679 3680,0 0,1 0,0;3679 3680,0 0,0 1,0;
3680 3681,0 0,1 0,0;3680 3681,0 0,0 1,0;
3681 3682,0 0,1 0,0;3681 3682,0 0,0 1,0;
3682 3683,0 0,1 0,0;3682 3683,0 0,0 1,0;
3683 3684,0 0,1 0,0;3683 3684,0 0,0 1,0;
3684 3685,0 0,1 0,0;3684 3685,0 0,0 1,0;
3685 3686,0 0,1 0,0;3685 3686,0 0,0 1,0;
3686 3687,0 0,1 0,0;3686 3687,0 0,0 1,0;
3687 3688,0 0,1 0,0;3687 3688,0 0,0 1,0;
3688 3689,0 0,1 0,0;3688 3689,0 0,0 1,0;
255 3689,0 0,1 0,0;255 3689,0 0,0 1,0;
257 3690,0 0,1 0,0;257 3690,0 0,0 1,0;
3690 3691,0 0,1 0,0;3690 3691,0 0,0 1,0;
3691 3692,0 0,1 0,0;3691 3692,0 0,0 1,0;
3692 3693,0 0,1 0,0;3692 3693,0 0,0 1,0;
258 3693,0 0,1 0,0;258 3693,0 0,0 1,0;
258 259 260,0 1 2,1 1 1,1.0066607858404788;258 259 260,0 0 1,1 0 1,1.0024869275705894;258 259 260,0 0 1,0 1 1,1.0015593615831977;258 259 260,0 1 0,1 1 0,1.002811375117693;258 259 260,0 1 0,0 1 1,1.002342321648137;258 259 260,0 1 1,1 1 0,1.0021612419391646;258 259 260,0 1 1,1 0 1,1.0027991350358547;258 259 260,0 0 0,1 0 0,1.0018934707962504;258 259 260,0 0 0,0 1 0,1.0012118558247223;258 259 260,0 0 0,0 0 1,1.001663118962625;
259 3694,0 0,1 0,0;259 3694,0 0,0 1,0;
262 3694,0 0,1 0,0;262 3694,0 0,0 1,0;
262 263 264,0 1 2,1 1 1,1.0594896061083539;262 263 264,0 0 1,1 0 1,1.0594685666065464;262 263 264,0 0 1,0 1 1,1.059438628989419;262 263 264,0 1 0,0 1 1,1.059438628989419;262 263 264,0 1 0,1 1 0,1.0022897546355032;262 263 264,0 1 1,1 0 1,1.0594685666065464;262 263 264,0 1 1,1 1 0,1.0034353820470696;262 263 264,0 0 0,0 0 1,1.0594175894876117;262 263 264,0 0 0,1 0 0,1.0022634379140085;262 263 264,0 0 0,0 1 0,1.001580774141265;
263 3695,0 0,1 0,0;263 3695,0 0,0 1,0;
3695 3696,0 0,1 0,0;3695 3696,0 0,0 1,0;
3696 3697,0 0,1 0,0;3696 3697,0 0,0 1,0;
3697 3698,0 0,1 0,0;3697 3698,0 0,0 1,0;
266 3698,0 0,1 0,0;266 3698,0 0,0 1,0;
268 3699,0 0,1 0,0;268 3699,0 0,0 1,0;
3699 3700,0 0,1 0,0;3699 3700,0 0,0 1,0;
3700 3701,0 0,1 0,0;3700 3701,0 0,0 1,0;
