1,0,1,0;
658 4045,0 0,1 0,0;658 4045,0 0,0 1,0;
4045 4046,0 0,1 0,0;4045 4046,0 0,0 1,0;
4046 4047,0 0,1 0,0;4046 4047,0 0,0 1,0;
4047 4048,0 0,1 0,0;4047 4048,0 0,0 1,0;
4048 4049,0 0,1 0,0;4048 4049,0 0,0 1,0;
4049 4050,0 0,1 0,0;4049 4050,0 0,0 1,0;
4050 4051,0 0,1 0,0;4050 4051,0 0,0 1,0;
4051 4052,0 0,1 0,0;4051 4052,0 0,0 1,0;
4052 4053,0 0,1 0,0;4052 4053,0 0,0 1,0;
4053 4054,0 0,1 0,0;4053 4054,0 0,0 1,0;
4054 4055,0 0,1 0,0;4054 4055,0 0,0 1,0;
4055 4056,0 0,1 0,0;4055 4056,0 0,0 1,0;
4056 4057,0 0,1 0,0;4056 4057,0 0,0 1,0;
4057 4058,0 0,1 0,0;4057 4058,0 0,0 1,0;
4058 4059,0 0,1 0,0;4058 4059,0 0,0 1,0;
661 4059,0 0,1 0,0;661 4059,0 0,0 1,0;
661 662 663,0 1 2,1 1 1,1.0736198425846504;661 662 663,0 0 1,1 0 1,1.0736198425846504;661 662 663,0 0 1,0 1 1,1.0736198425846504;661 662 663,0 1 0,1 1 0,1.0736198425846504;661 662 663,0 1 0,0 1 1,1.0736198425846504;661 662 663,0 1 1,1 1 0,1.0736198425846504;661 662 663,0 1 1,1 0 1,1.0736198425846504;661 662 663,0 0 0,1 0 0,1.0736198425846504;661 662 663,0 0 0,0 1 0,1.0736198425846504;661 662 663,0 0 0,0 0 1,1.0736198425846504;
662 4060,0 0,1 0,0;662 4060,0 0,0 1,0;
4060 4061,0 0,1 0,0;4060 4061,0 0,0 1,0;
4061 4062,0 0,1 0,0;4061 4062,0 0,0 1,0;
4062 4063,0 0,1 0,0;4062 4063,0 0,0 1,0;
4063 4064,0 0,1 0,0;4063 4064,0 0,0 1,0;
4064 4065,0 0,1 0,0;4064 4065,0 0,0 1,0;
4065 4066,0 0,1 0,0;4065 4066,0 0,0 1,0;
4066 4067,0 0,1 0,0;4066 4067,0 0,0 1,0;
4067 4068,0 0,1 0,0;4067 4068,0 0,0 1,0;
4068 4069,0 0,1 0,0;4068 4069,0 0,0 1,0;
4069 4070,0 0,1 0,0;4069 4070,0 0,0 1,0;
4070 4071,0 0,1 0,0;4070 4071,0 0,0 1,0;
4071 4072,0 0,1 0,0;4071 4072,0 0,0 1,0;
4072 4073,0 0,1 0,0;4072 4073,0 0,0 1,0;
4073 4074,0 0,1 0,0;4073 4074,0 0,0 1,0;
4074 4075,0 0,1 0,0;4074 4075,0 0,0 1,0;
4075 4076,0 0,1 0,0;4075 4076,0 0,0 1,0;
4076 4077,0 0,1 0,0;4076 4077,0 0,0 1,0;
4077 4078,0 0,1 0,0;4077 4078,0 0,0 1,0;
4078 4079,0 0,1 0,0;4078 4079,0 0,0 1,0;
4079 4080,0 0,1 0,0;4079 4080,0 0,0 1,0;
4080 4081,0 0,1 0,0;4080 4081,0 0,0 1,0;
4081 4082,0 0,1 0,0;4081 4082,0 0,0 1,0;
4082 4083,0 0,1 0,0;4082 4083,0 0,0 1,0;
4083 4084,0 0,1 0,0;4083 4084,0 0,0 1,0;
4084 4085,0 0,1 0,0;4084 4085,0 0,0 1,0;
4085 4086,0 0,1 0,0;4085 4086,0 0,0 1,0;
4086 4087,0 0,1 0,0;4086 4087,0 0,0 1,0;
4087 4088,0 0,1 0,0;4087 4088,0 0,0 1,0;
4088 4089,0 0,1 0,0;4088 4089,0 0,0 1,0;
4089 4090,0 0,1 0,0;4089 4090,0 0,0 1,0;
4090 4091,0 0,1 0,0;4090 4091,0 0,0 1,0;
4091 4092,0 0,1 0,0;4091 4092,0 0,0 1,0;
4092 4093,0 0,1 0,0;4092 4093,0 0,0 1,0;
4093 4094,0 0,1 0,0;4093 4094,0 0,0 1,0;
4094 4095,0 0,1 0,0;4094 4095,0 0,0 1,0;
4095 4096,0 0,1 0,0;4095 4096,0 0,0 1,0;
4096 4097,0 0,1 0,0;4096 4097,0 0,0 1,0;
4097 4098,0 0,1 0,0;4097 4098,0 0,0 1,0;
4098 4099,0 0,1 0,0;4098 4099,0 0,0 1,0;
4099 4100,0 0,1 0,0;4099 4100,0 0,0 1,0;
4100 4101,0 0,1 0,0;4100 4101,0 0,0 1,0;
4101 4102,0 0,1 0,0;4101 4102,0 0,0 1,0;
4102 4103,0 0,1 0,0;4102 4103,0 0,0 1,0;
4103 4104,0 0,1 0,0;4103 4104,0 0,0 1,0;
4104 4105,0 0,1 0,0;4104 4105,0 0,0 1,0;
4105 4106,0 0,1 0,0;4105 4106,0 0,0 1,0;
665 4106,0 0,1 0,0;665 4106,0 0,0 1,0;
665,0,1,0;
69 4107,0 0,1 0,0;69 4107,0 0,0 1,0;
4107 4108,0 0,1 0,0;4107 4108,0 0,0 1,0;
4108 4109,0 0,1 0,0;4108 4109,0 0,0 1,0;
4109 4110,0 0,1 0,0;4109 4110,0 0,0 1,0;
4110 4111,0 0,1 0,0;4110 4111,0 0,0 1,0;
4111 4112,0 0,1 0,0;4111 4112,0 0,0 1,0;
4112 4113,0 0,1 0,0;4112 4113,0 0,0 1,0;
4113 4114,0 0,1 0,0;4113 4114,0 0,0 1,0;
4114 4115,0 0,1 0,0;4114 4115,0 0,0 1,0;
4115 4116,0 0,1 0,0;4115 4116,0 0,0 1,0;
4116 4117,0 0,1 0,0;4116 4117,0 0,0 1,0;
4117 4118,0 0,1 0,0;4117 4118,0 0,0 1,0;
4118 4119,0 0,1 0,0;4118 4119,0 0,0 1,0;
4119 4120,0 0,1 0,0;4119 4120,0 0,0 1,0;
4120 4121,0 0,1 0,0;4120 4121,0 0,0 1,0;
4121 4122,0 0,1 0,0;4121 4122,0 0,0 1,0;
667 4122,0 0,1 0,0;667 4122,0 0,0 1,0;
667 668 669,0 1 2,1 1 1,1.0084718358802363;667 668 669,0 0 1,1 0 1,1.0023324412246022;667 668 669,0 0 1,0 1 1,1.0033292834585397;667 668 669,0 1 0,1 1 0,1.0038924809722027;667 668 669,0 1 0,0 1 1,1.0048664529564963;667 668 669,0 1 1,1 1 0,1.0028612008287956;667 668 669,0 1 1,1 0 1,1.0024925356220034;667 668 669,0 0 0,1 0 0,1.0013708164726072;667 668 669,0 0 0,0 1 0,1.00267347824248;667 668 669,0 0 0,0 0 1,1.002370619652385;
668 4123,0 0,1 0,0;668 4123,0 0,0 1,0;
671 4123,0 0,1 0,0;671 4123,0 0,0 1,0;
671 672 673,0 1 2,1 1 1,1.009017120810993;671 672 673,0 0 1,0 1 1,1.0037926647825066;671 672 673,0 0 1,1 0 1,1.0029778954504445;671 672 673,0 1 0,0 1 1,1.0040750888713152;671 672 673,0 1 0,1 1 0,1.0023227295371187;671 672 673,0 1 1,1 1 0,1.0031711661483658;671 672 673,0 1 1,1 0 1,1.003995199358386;671 672 673,0 0 0,0 1 0,1.0022589352226605;671 672 673,0 0 0,0 0 1,1.0029012243591986;671 672 673,0 0 0,1 0 0,1.0014469117965863;
672 674,0 0,1 0,0;672 674,0 0,0 1,0;
674 675 676,0 1 2,1 1 1,1.0093294106617068;674 675 676,0 0 1,1 0 1,1.0020229334084911;674 675 676,0 0 1,0 1 1,1.0040148585117599;674 675 676,0 1 0,1 1 0,1.0036628900583415;674 675 676,0 1 0,0 1 1,1.0042369836231393;674 675 676,0 1 1,1 1 0,1.0047066659420107;674 675 676,0 1 1,1 0 1,1.0031105386633608;674 675 676,0 0 0,1 0 0,1.0018558358320788;674 675 676,0 0 0,0 1 0,1.003580687698119;674 675 676,0 0 0,0 0 1,1.0021471385824536;
675 4124,0 0,1 0,0;675 4124,0 0,0 1,0;
4124 4125,0 0,1 0,0;4124 4125,0 0,0 1,0;
4125 4126,0 0,1 0,0;4125 4126,0 0,0 1,0;
4126 4127,0 0,1 0,0;4126 4127,0 0,0 1,0;
4127 4128,0 0,1 0,0;4127 4128,0 0,0 1,0;
4128 4129,0 0,1 0,0;4128 4129,0 0,0 1,0;
4129 4130,0 0,1 0,0;4129 4130,0 0,0 1,0;
4130 4131,0 0,1 0,0;4130 4131,0 0,0 1,0;
4131 4132,0 0,1 0,0;4131 4132,0 0,0 1,0;
4132 4133,0 0,1 0,0;4132 4133,0 0,0 1,0;
4133 4134,0 0,1 0,0;4133 4134,0 0,0 1,0;
4134 4135,0 0,1 0,0;4134 4135,0 0,0 1,0;
678 4135,0 0,1 0,0;678 4135,0 0,0 1,0;
678 679 680 681,0 1 2 3,1 1 1 1,1.075121328121633;678 679 680 681,0 0 1 2,1 0 1 1,1.073655060694793;678 679 680 681,0 0 1 2,0 1 1 1,1.075113718571953;678 679 680 681,0 1 0 2,0 1 1 1,1.075113718571953;678 679 680 681,0 1 0 2,1 1 0 1,1.0047711796823584;678 679 680 681,0 1 1 2,1 0 1 1,1.073655060694793;678 679 680 681,0 1 1 2,1 1 0 1,1.0054465449991334;678 679 680 681,0 0 0 1,0 0 1 1,1.073647451145113;678 679 680 681,0 0 0 1,1 0 0 1,1.0028745913518111;678 679 680 681,0 0 0 1,0 1 0 1,1.0050091137835728;678 679 680 681,0 1 2 0,0 1 1 1,1.075113718571953;678 679 680 681,0 1 2 0,1 1 1 0,1.0750937195611705;678 679 680 681,0 1 2 1,1 0 1 1,1.073655060694793;678 679 680 681,0 1 2 1,1 1 1 0,1.0750937195611705;678 679 680 681,0 1 2 2,1 1 1 0,1.0750937195611705;678 679 680 681,0 1 2 2,1 1 0 1,1.0044865766160769;678 679 680 681,0 0 1 0,0 0 1 1,1.073647451145113;678 679 680 681,0 0 1 0,1 0 1 0,1.0736274521343305;678 679 680 681,0 0 1 0,0 1 1 0,1.0750861100114906;678 679 680 681,0 0 1 1,1 0 1 0,1.0736274521343305;678 679 680 681,0 0 1 1,1 0 0 1,1.0006515835830476;678 679 680 681,0 0 1 1,0 1 1 0,1.0750861100114906;678 679 680 681,0 0 1 1,0 1 0 1,1.0025293178679389;678 679 680 681,0 1 0 0,0 1 1 0,1.0750861100114906;678 679 680 681,0 1 0 0,0 1 0 1,1.0046805752016297;678 679 680 681,0 1 0 0,1 1 0 0,1.004883197079464;678 679 680 681,0 1 0 1,0 0 1 1,1.073647451145113;678 679 680 681,0 1 0 1,0 1 1 0,1.0750861100114906;678 679 680 681,0 1 0 1,1 0 0 1,1.0008810374140096;678 679 680 681,0 1 0 1,1 1 0 0,1.002693610608515;678 679 680 681,0 1 1 0,0 0 1 1,1.073647451145113;678 679 680 681,0 1 1 0,0 1 0 1,1.003946798115128;678 679 680 681,0 1 1 0,1 0 1 0,1.0736274521343305;678 679 680 681,0 1 1 0,1 1 0 0,1.003761750894961;678 679 680 681,0 1 1 1,1 0 1 0,1.0736274521343305;678 679 680 681,0 1 1 1,1 0 0 1,1.0028745913518111;678 679 680 681,0 1 1 1,1 1 0 0,1.00513525104724;678 679 680 681,0 0 0 0,0 0 1 0,1.0736198425846504;678 679 680 681,0 0 0 0,0 0 0 1,1.0018522187955008;678 679 680 681,0 0 0 0,1 0 0 0,1.0015868034011175;678 679 680 681,0 0 0 0,0 1 0 0,1.0040953076878298;
679 4136,0 0,1 0,0;679 4136,0 0,0 1,0;
4136 4137,0 0,1 0,0;4136 4137,0 0,0 1,0;
4137 4138,0 0,1 0,0;4137 4138,0 0,0 1,0;
4138 4139,0 0,1 0,0;4138 4139,0 0,0 1,0;
4139 4140,0 0,1 0,0;4139 4140,0 0,0 1,0;
4140 4141,0 0,1 0,0;4140 4141,0 0,0 1,0;
4141 4142,0 0,1 0,0;4141 4142,0 0,0 1,0;
4142 4143,0 0,1 0,0;4142 4143,0 0,0 1,0;
4143 4144,0 0,1 0,0;4143 4144,0 0,0 1,0;
4144 4145,0 0,1 0,0;4144 4145,0 0,0 1,0;
4145 4146,0 0,1 0,0;4145 4146,0 0,0 1,0;
4146 4147,0 0,1 0,0;4146 4147,0 0,0 1,0;
4147 4148,0 0,1 0,0;4147 4148,0 0,0 1,0;
4148 4149,0 0,1 0,0;4148 4149,0 0,0 1,0;
4149 4150,0 0,1 0,0;4149 4150,0 0,0 1,0;
4150 4151,0 0,1 0,0;4150 4151,0 0,0 1,0;
4151 4152,0 0,1 0,0;4151 4152,0 0,0 1,0;
4152 4153,0 0,1 0,0;4152 4153,0 0,0 1,0;
4153 4154,0 0,1 0,0;4153 4154,0 0,0 1,0;
4154 4155,0 0,1 0,0;4154 4155,0 0,0 1,0;
4155 4156,0 0,1 0,0;4155 4156,0 0,0 1,0;
4156 4157,0 0,1 0,0;4156 4157,0 0,0 1,0;
4157 4158,0 0,1 0,0;4157 4158,0 0,0 1,0;
4158 4159,0 0,1 0,0;4158 4159,0 0,0 1,0;
4159 4160,0 0,1 0,0;4159 4160,0 0,0 1,0;
4160 4161,0 0,1 0,0;4160 4161,0 0,0 1,0;
4161 4162,0 0,1 0,0;4161 4162,0 0,0 1,0;
4162 4163,0 0,1 0,0;4162 4163,0 0,0 1,0;
4163 4164,0 0,1 0,0;4163 4164,0 0,0 1,0;
4164 4165,0 0,1 0,0;4164 4165,0 0,0 1,0;
4165 4166,0 0,1 0,0;4165 4166,0 0,0 1,0;
4166 4167,0 0,1 0,0;4166 4167,0 0,0 1,0;
4167 4168,0 0,1 0,0;4167 4168,0 0,0 1,0;
4168 4169,0 0,1 0,0;4168 4169,0 0,0 1,0;
4169 4170,0 0,1 0,0;4169 4170,0 0,0 1,0;
4170 4171,0 0,1 0,0;4170 4171,0 0,0 1,0;
683 4171,0 0,1 0,0;683 4171,0 0,0 1,0;
683 684 685,0 1 2,1 1 1,1.0743145141375663;683 684 685,0 0 1,1 0 1,1.0736252101006596;683 684 685,0 0 1,0 1 1,1.074309146621557;683 684 685,0 1 0,1 1 0,1.0029481926174746;683 684 685,0 1 0,0 1 1,1.074309146621557;683 684 685,0 1 1,1 1 0,1.0037235678998562;683 684 685,0 1 1,1 0 1,1.0736252101006596;683 684 685,0 0 0,1 0 0,1.00140402156182;683 684 685,0 0 0,0 1 0,1.0027692110035136;683 684 685,0 0 0,0 0 1,1.0736198425846504;
684 4172,0 0,1 0,0;684 4172,0 0,0 1,0;
4172 4173,0 0,1 0,0;4172 4173,0 0,0 1,0;
4173 4174,0 0,1 0,0;4173 4174,0 0,0 1,0;
4174 4175,0 0,1 0,0;4174 4175,0 0,0 1,0;
4175 4176,0 0,1 0,0;4175 4176,0 0,0 1,0;
4176 4177,0 0,1 0,0;4176 4177,0 0,0 1,0;
4177 4178,0 0,1 0,0;4177 4178,0 0,0 1,0;
4178 4179,0 0,1 0,0;4178 4179,0 0,0 1,0;
4179 4180,0 0,1 0,0;4179 4180,0 0,0 1,0;
4180 4181,0 0,1 0,0;4180 4181,0 0,0 1,0;
4181 4182,0 0,1 0,0;4181 4182,0 0,0 1,0;
4182 4183,0 0,1 0,0;4182 4183,0 0,0 1,0;
4183 4184,0 0,1 0,0;4183 4184,0 0,0 1,0;
4184 4185,0 0,1 0,0;4184 4185,0 0,0 1,0;
4185 4186,0 0,1 0,0;4185 4186,0 0,0 1,0;
4186 4187,0 0,1 0,0;4186 4187,0 0,0 1,0;
4187 4188,0 0,1 0,0;4187 4188,0 0,0 1,0;
4188 4189,0 0,1 0,0;4188 4189,0 0,0 1,0;
4189 4190,0 0,1 0,0;4189 4190,0 0,0 1,0;
4190 4191,0 0,1 0,0;4190 4191,0 0,0 1,0;
687 4191,0 0,1 0,0;687 4191,0 0,0 1,0;
687 688 689 690,0 1 2 3,1 1 1 1,1.0090543817928819;687 688 689 690,0 0 1 2,0 1 1 1,1.0044922114288553;687 688 689 690,0 0 1 2,1 0 1 1,1.0037298772814685;687 688 689 690,0 1 0 2,0 1 1 1,1.0055588949569356;687 688 689 690,0 1 0 2,1 1 0 1,1.0043464078109872;687 688 689 690,0 1 1 2,1 1 0 1,1.0040380834354223;687 688 689 690,0 1 1 2,1 0 1 1,1.004218430276322;687 688 689 690,0 0 0 1,0 1 0 1,1.0036019598471884;687 688 689 690,0 0 0 1,0 0 1 1,1.0042033162728436;687 688 689 690,0 0 0 1,1 0 0 1,1.0029336882799045;687 688 689 690,0 1 2 0,0 1 1 1,1.0052520690576967;687 688 689 690,0 1 2 0,1 1 1 0,1.0047313103223918;687 688 689 690,0 1 2 1,1 1 1 0,1.0051793391078436;687 688 689 690,0 1 2 1,1 0 1 1,1.004653708883755;687 688 689 690,0 1 2 2,1 1 1 0,1.0040622591461232;687 688 689 690,0 1 2 2,1 1 0 1,1.0034951458190957;687 688 689 690,0 0 1 0,0 1 1 0,1.0045366314402806;687 688 689 690,0 0 1 0,0 0 1 1,1.0038308609411157;687 688 689 690,0 0 1 0,1 0 1 0,1.0037485214275828;687 688 689 690,0 0 1 1,0 1 1 0,1.0019449918787995;687 688 689 690,0 0 1 1,0 1 0 1,1.0014373444350757;687 688 689 690,0 0 1 1,1 0 1 0,1.0014453698556243;687 688 689 690,0 0 1 1,1 0 0 1,1.0009481866907635;687 688 689 690,0 1 0 0,0 1 1 0,1.0043386317733998;687 688 689 690,0 1 0 0,0 1 0 1,1.003875581824528;687 688 689 690,0 1 0 0,1 1 0 0,1.0030445372912113;687 688 689 690,0 1 0 1,0 1 1 0,1.003139139044871;687 688 689 690,0 1 0 1,0 0 1 1,1.002795709996405;687 688 689 690,0 1 0 1,1 1 0 0,1.002201800140681;687 688 689 690,0 1 0 1,1 0 0 1,1.0019014461731666;687 688 689 690,0 1 1 0,0 1 0 1,1.0021252706761747;687 688 689 690,0 1 1 0,0 0 1 1,1.0023767051353123;687 688 689 690,0 1 1 0,1 1 0 0,1.001794578841661;687 688 689 690,0 1 1 0,1 0 1 0,1.0020558689121337;687 688 689 690,0 1 1 1,1 1 0 0,1.0041886491489582;687 688 689 690,0 1 1 1,1 0 1 0,1.003768857523912;687 688 689 690,0 1 1 1,1 0 0 1,1.0029925632929637;687 688 689 690,0 0 0 0,0 1 0 0,1.0023238262065401;687 688 689 690,0 0 0 0,0 0 1 0,1.0023715012929095;687 688 689 690,0 0 0 0,0 0 0 1,1.0015965984286554;687 688 689 690,0 0 0 0,1 0 0 0,1.001199857746679;
688 4192,0 0,1 0,0;688 4192,0 0,0 1,0;
4192 4193,0 0,1 0,0;4192 4193,0 0,0 1,0;
4193 4194,0 0,1 0,0;4193 4194,0 0,0 1,0;
692 4194,0 0,1 0,0;692 4194,0 0,0 1,0;
692 693 694,0 1 2,1 1 1,1.0097150422106678;692 693 694,0 0 1,1 0 1,1.0024183907489448;692 693 694,0 0 1,0 1 1,1.0043083460077127;692 693 694,0 1 0,1 1 0,1.0034974536712469;692 693 694,0 1 0,0 1 1,1.0043221407467504;692 693 694,0 1 1,1 1 0,1.0047773406684848;692 693 694,0 1 1,1 0 1,1.0036762403125654;692 693 694,0 0 0,1 0 0,1.0024073427629476;692 693 694,0 0 0,0 1 0,1.0037006118681646;692 693 694,0 0 0,0 0 1,1.0029062338649253;
693 4195,0 0,1 0,0;693 4195,0 0,0 1,0;
4195 4196,0 0,1 0,0;4195 4196,0 0,0 1,0;
4196 4197,0 0,1 0,0;4196 4197,0 0,0 1,0;
4197 4198,0 0,1 0,0;4197 4198,0 0,0 1,0;
4198 4199,0 0,1 0,0;4198 4199,0 0,0 1,0;
4199 4200,0 0,1 0,0;4199 4200,0 0,0 1,0;
4200 4201,0 0,1 0,0;4200 4201,0 0,0 1,0;
4201 4202,0 0,1 0,0;4201 4202,0 0,0 1,0;
4202 4203,0 0,1 0,0;4202 4203,0 0,0 1,0;
4203 4204,0 0,1 0,0;4203 4204,0 0,0 1,0;
4204 4205,0 0,1 0,0;4204 4205,0 0,0 1,0;
4205 4206,0 0,1 0,0;4205 4206,0 0,0 1,0;
4206 4207,0 0,1 0,0;4206 4207,0 0,0 1,0;
4207 4208,0 0,1 0,0;4207 4208,0 0,0 1,0;
4208 4209,0 0,1 0,0;4208 4209,0 0,0 1,0;
696 4209,0 0,1 0,0;696 4209,0 0,0 1,0;
696 697 698,0 1 2,1 1 1,1.0736906915586504;696 697 698,0 0 1,1 0 1,1.0020080045329203;696 697 698,0 0 1,0 1 1,1.0736841620433237;696 697 698,0 1 0,1 1 0,1.073626372099977;696 697 698,0 1 0,0 1 1,1.0736841620433237;696 697 698,0 1 1,1 1 0,1.073626372099977;696 697 698,0 1 1,1 0 1,1.0028557152720594;696 697 698,0 0 0,1 0 0,1.0014616629808293;696 697 698,0 0 0,0 1 0,1.0736198425846504;696 697 698,0 0 0,0 0 1,1.002150660079276;
697 4210,0 0,1 0,0;697 4210,0 0,0 1,0;
4210 4211,0 0,1 0,0;4210 4211,0 0,0 1,0;
4211 4212,0 0,1 0,0;4211 4212,0 0,0 1,0;
4212 4213,0 0,1 0,0;4212 4213,0 0,0 1,0;
4213 4214,0 0,1 0,0;4213 4214,0 0,0 1,0;
4214 4215,0 0,1 0,0;4214 4215,0 0,0 1,0;
4215 4216,0 0,1 0,0;4215 4216,0 0,0 1,0;
4216 4217,0 0,1 0,0;4216 4217,0 0,0 1,0;
4217 4218,0 0,1 0,0;4217 4218,0 0,0 1,0;
4218 4219,0 0,1 0,0;4218 4219,0 0,0 1,0;
4219 4220,0 0,1 0,0;4219 4220,0 0,0 1,0;
4220 4221,0 0,1 0,0;4220 4221,0 0,0 1,0;
4221 4222,0 0,1 0,0;4221 4222,0 0,0 1,0;
4222 4223,0 0,1 0,0;4222 4223,0 0,0 1,0;
4223 4224,0 0,1 0,0;4223 4224,0 0,0 1,0;
4224 4225,0 0,1 0,0;4224 4225,0 0,0 1,0;
4225 4226,0 0,1 0,0;4225 4226,0 0,0 1,0;
4226 4227,0 0,1 0,0;4226 4227,0 0,0 1,0;
4227 4228,0 0,1 0,0;4227 4228,0 0,0 1,0;
700 4228,0 0,1 0,0;700 4228,0 0,0 1,0;
700 701 702,0 1 2,1 1 1,1.0736198425846504;700 701 702,0 0 1,1 0 1,1.0736198425846504;700 701 702,0 0 1,0 1 1,1.0736198425846504;700 701 702,0 1 0,1 1 0,1.0736198425846504;700 701 702,0 1 0,0 1 1,1.0736198425846504;700 701 702,0 1 1,1 1 0,1.0736198425846504;700 701 702,0 1 1,1 0 1,1.0736198425846504;700 701 702,0 0 0,1 0 0,1.0736198425846504;700 701 702,0 0 0,0 1 0,1.0736198425846504;700 701 702,0 0 0,0 0 1,1.0736198425846504;
701 4229,0 0,1 0,0;701 4229,0 0,0 1,0;
4229 4230,0 0,1 0,0;4229 4230,0 0,0 1,0;
4230 4231,0 0,1 0,0;4230 4231,0 0,0 1,0;
4231 4232,0 0,1 0,0;4231 4232,0 0,0 1,0;
4232 4233,0 0,1 0,0;4232 4233,0 0,0 1,0;
704 4233,0 0,1 0,0;704 4233,0 0,0 1,0;
704,0,1,0;
705 706 707,0 1 2,1 1 1,1.008528790230236;705 706 707,0 0 1,1 0 1,1.0032115426368116;705 706 707,0 0 1,0 1 1,1.0026835169658954;705 706 707,0 1 0,1 1 0,1.0035584794238013;705 706 707,0 1 0,0 1 1,1.0023643091418593;705 706 707,0 1 1,1 1 0,1.003882252606632;705 706 707,0 1 1,1 0 1,1.0031321936349504;705 706 707,0 0 0,1 0 0,1.002091204603118;705 706 707,0 0 0,0 1 0,1.001672576021204;705 706 707,0 0 0,0 0 1,1.0009253869551782;
705 4234,0 0,1 0,0;705 4234,0 0,0 1,0;
4234 4235,0 0,1 0,0;4234 4235,0 0,0 1,0;
4235 4236,0 0,1 0,0;4235 4236,0 0,0 1,0;
4236 4237,0 0,1 0,0;4236 4237,0 0,0 1,0;
4237 4238,0 0,1 0,0;4237 4238,0 0,0 1,0;
4238 4239,0 0,1 0,0;4238 4239,0 0,0 1,0;
4239 4240,0 0,1 0,0;4239 4240,0 0,0 1,0;
4240 4241,0 0,1 0,0;4240 4241,0 0,0 1,0;
4241 4242,0 0,1 0,0;4241 4242,0 0,0 1,0;
709 4242,0 0,1 0,0;709 4242,0 0,0 1,0;
709 710 711,0 1 2,1 1 1,1.074374899870321;709 710 711,0 0 1,1 0 1,1.0736649675534586;709 710 711,0 0 1,0 1 1,1.074329774901513;709 710 711,0 1 0,1 1 0,1.0039541471593563;709 710 711,0 1 0,0 1 1,1.074329774901513;709 710 711,0 1 1,1 1 0,1.0035002009958802;709 710 711,0 1 1,1 0 1,1.0736649675534586;709 710 711,0 0 0,1 0 0,1.0014788733402302;709 710 711,0 0 0,0 1 0,1.0026101719563634;709 710 711,0 0 0,0 0 1,1.0736198425846504;
710 4243,0 0,1 0,0;710 4243,0 0,0 1,0;
4243 4244,0 0,1 0,0;4243 4244,0 0,0 1,0;
4244 4245,0 0,1 0,0;4244 4245,0 0,0 1,0;
4245 4246,0 0,1 0,0;4245 4246,0 0,0 1,0;
4246 4247,0 0,1 0,0;4246 4247,0 0,0 1,0;
4247 4248,0 0,1 0,0;4247 4248,0 0,0 1,0;
4248 4249,0 0,1 0,0;4248 4249,0 0,0 1,0;
4249 4250,0 0,1 0,0;4249 4250,0 0,0 1,0;
4250 4251,0 0,1 0,0;4250 4251,0 0,0 1,0;
4251 4252,0 0,1 0,0;4251 4252,0 0,0 1,0;
4252 4253,0 0,1 0,0;4252 4253,0 0,0 1,0;
713 4253,0 0,1 0,0;713 4253,0 0,0 1,0;
4254 4255,0 0,1 0,0;4254 4255,0 0,0 1,0;
4254 4256,0 0,1 0,0;4254 4256,0 0,0 1,0;
4256 4257,0 0,1 0,0;4256 4257,0 0,0 1,0;
714 4257,0 0,1 0,0;714 4257,0 0,0 1,0;
714 716 717,0 1 2,1 1 1,1.0741568625650448;714 716 717,0 0 1,1 0 1,1.0738710259097777;714 716 717,0 0 1,0 1 1,1.0739056792399175;714 716 717,0 1 0,1 1 0,1.0038475266042697;714 716 717,0 1 0,0 1 1,1.0739056792399175;714 716 717,0 1 1,1 1 0,1.0042485344894947;714 716 717,0 1 1,1 0 1,1.0738710259097777;714 716 717,0 0 0,1 0 0,1.0020199180498415;714 716 717,0 0 0,0 1 0,1.0020254972841272;714 716 717,0 0 0,0 0 1,1.0736198425846504;
716 4258,0 0,1 0,0;716 4258,0 0,0 1,0;
4258 4259,0 0,1 0,0;4258 4259,0 0,0 1,0;
4259 4260,0 0,1 0,0;4259 4260,0 0,0 1,0;
4260 4261,0 0,1 0,0;4260 4261,0 0,0 1,0;
4261 4262,0 0,1 0,0;4261 4262,0 0,0 1,0;
4262 4263,0 0,1 0,0;4262 4263,0 0,0 1,0;
719 4263,0 0,1 0,0;719 4263,0 0,0 1,0;
719 720 721,0 1 2,1 1 1,1.0737418230942095;719 720 721,0 0 1,0 1 1,1.0736392258842544;719 720 721,0 0 1,1 0 1,1.0029051768571113;719 720 721,0 1 0,0 1 1,1.0736392258842544;719 720 721,0 1 0,1 1 0,1.0737224397946055;719 720 721,0 1 1,1 1 0,1.0737224397946055;719 720 721,0 1 1,1 0 1,1.0035522960452463;719 720 721,0 0 0,0 1 0,1.0736198425846504;719 720 721,0 0 0,0 0 1,1.0023901694340849;719 720 721,0 0 0,1 0 0,1.0016487243860637;
325 4264,0 0,1 0,0;325 4264,0 0,0 1,0;
4264 4265,0 0,1 0,0;4264 4265,0 0,0 1,0;
4265 4266,0 0,1 0,0;4265 4266,0 0,0 1,0;
723 4266,0 0,1 0,0;723 4266,0 0,0 1,0;
725 4267,0 0,1 0,0;725 4267,0 0,0 1,0;
4267 4268,0 0,1 0,0;4267 4268,0 0,0 1,0;
4268 4269,0 0,1 0,0;4268 4269,0 0,0 1,0;
4269 4270,0 0,1 0,0;4269 4270,0 0,0 1,0;
4270 4271,0 0,1 0,0;4270 4271,0 0,0 1,0;
4271 4272,0 0,1 0,0;4271 4272,0 0,0 1,0;
4272 4273,0 0,1 0,0;4272 4273,0 0,0 1,0;
4273 4274,0 0,1 0,0;4273 4274,0 0,0 1,0;
