1,0,1,0;
203 2828,0 0,1 0,0;203 2828,0 0,0 1,0;
2828 2829,0 0,1 0,0;2828 2829,0 0,0 1,0;
2829 2830,0 0,1 0,0;2829 2830,0 0,0 1,0;
2830 2831,0 0,1 0,0;2830 2831,0 0,0 1,0;
2831 2832,0 0,1 0,0;2831 2832,0 0,0 1,0;
2832 2833,0 0,1 0,0;2832 2833,0 0,0 1,0;
206 2833,0 0,1 0,0;206 2833,0 0,0 1,0;
206 207 208,0 1 2,1 1 1,1.0086087143526916;206 207 208,0 0 1,1 0 1,1.0029362204124168;206 207 208,0 0 1,0 1 1,1.002485315564282;206 207 208,0 1 0,0 1 1,1.0036701447111795;206 207 208,0 1 0,1 1 0,1.0043218032491625;206 207 208,0 1 1,1 0 1,1.0036517282036623;206 207 208,0 1 1,1 1 0,1.0036318864950062;206 207 208,0 0 0,0 0 1,1.0012182130207017;206 207 208,0 0 0,1 0 0,1.0034684786217454;206 207 208,0 0 0,0 1 0,1.0023982444364452;
207 209,0 0,1 0,0;207 209,0 0,0 1,0;
209 210 211 212,0 1 2 3,1 1 1 1,1.0784779587965898;209 210 211 212,0 0 1 2,1 0 1 1,1.0784388285696498;209 210 211 212,0 0 1 2,0 1 1 1,1.0784569557601797;209 210 211 212,0 1 0 2,1 1 0 1,1.078460485106744;209 210 211 212,0 1 0 2,0 1 1 1,1.0784569557601797;209 210 211 212,0 1 1 2,1 1 0 1,1.078460485106744;209 210 211 212,0 1 1 2,1 0 1 1,1.0784388285696498;209 210 211 212,0 0 0 1,1 0 0 1,1.078421354879804;209 210 211 212,0 0 0 1,0 1 0 1,1.078439482070334;209 210 211 212,0 0 0 1,0 0 1 1,1.0784178255332397;209 210 211 212,0 1 2 0,1 1 1 0,1.0035447719860868;209 210 211 212,0 1 2 0,0 1 1 1,1.0784569557601797;209 210 211 212,0 1 2 1,1 1 1 0,1.0041434553913267;209 210 211 212,0 1 2 1,1 0 1 1,1.0784388285696498;209 210 211 212,0 1 2 2,1 1 1 0,1.0031773032933156;209 210 211 212,0 1 2 2,1 1 0 1,1.078460485106744;209 210 211 212,0 0 1 0,1 0 1 0,1.0033611954313122;209 210 211 212,0 0 1 0,0 1 1 0,1.002918531893545;209 210 211 212,0 0 1 0,0 0 1 1,1.0784178255332397;209 210 211 212,0 0 1 1,1 0 1 0,1.0009244310616263;209 210 211 212,0 0 1 1,1 0 0 1,1.078421354879804;209 210 211 212,0 0 1 1,0 1 1 0,1.0008380554733725;209 210 211 212,0 0 1 1,0 1 0 1,1.078439482070334;209 210 211 212,0 1 0 0,1 1 0 0,1.0035911021692572;209 210 211 212,0 1 0 0,0 1 1 0,1.002799332108655;209 210 211 212,0 1 0 0,0 1 0 1,1.078439482070334;209 210 211 212,0 1 0 1,1 1 0 0,1.0022041360903098;209 210 211 212,0 1 0 1,1 0 0 1,1.078421354879804;209 210 211 212,0 1 0 1,0 1 1 0,1.0018731552044564;209 210 211 212,0 1 0 1,0 0 1 1,1.0784178255332397;209 210 211 212,0 1 1 0,1 1 0 0,1.0017016096861726;209 210 211 212,0 1 1 0,1 0 1 0,1.001550598907555;209 210 211 212,0 1 1 0,0 1 0 1,1.078439482070334;209 210 211 212,0 1 1 0,0 0 1 1,1.0784178255332397;209 210 211 212,0 1 1 1,1 1 0 0,1.0031775626032757;209 210 211 212,0 1 1 1,1 0 1 0,1.003357153489144;209 210 211 212,0 1 1 1,1 0 0 1,1.078421354879804;209 210 211 212,0 0 0 0,1 0 0 0,1.001926269933693;209 210 211 212,0 0 0 0,0 1 0 0,1.001554380504098;209 210 211 212,0 0 0 0,0 0 1 0,1.0013352306742467;209 210 211 212,0 0 0 0,0 0 0 1,1.078400351843394;
210 2834,0 0,1 0,0;210 2834,0 0,0 1,0;
2834 2835,0 0,1 0,0;2834 2835,0 0,0 1,0;
2835 2836,0 0,1 0,0;2835 2836,0 0,0 1,0;
2836 2837,0 0,1 0,0;2836 2837,0 0,0 1,0;
214 2837,0 0,1 0,0;214 2837,0 0,0 1,0;
214 215 216,0 1 2,1 1 1,1.0785673445309296;214 215 216,0 0 1,1 0 1,1.0784793866492013;214 215 216,0 0 1,0 1 1,1.0784883097251223;214 215 216,0 1 0,0 1 1,1.0784883097251223;214 215 216,0 1 0,1 1 0,1.0029985378967485;214 215 216,0 1 1,1 0 1,1.0784793866492013;214 215 216,0 1 1,1 1 0,1.0036944617255357;214 215 216,0 0 0,0 0 1,1.078400351843394;214 215 216,0 0 0,1 0 0,1.002369688870038;214 215 216,0 0 0,0 1 0,1.00174157594199;
215 2838,0 0,1 0,0;215 2838,0 0,0 1,0;
2838 2839,0 0,1 0,0;2838 2839,0 0,0 1,0;
2839 2840,0 0,1 0,0;2839 2840,0 0,0 1,0;
2840 2841,0 0,1 0,0;2840 2841,0 0,0 1,0;
2841 2842,0 0,1 0,0;2841 2842,0 0,0 1,0;
2842 2843,0 0,1 0,0;2842 2843,0 0,0 1,0;
2843 2844,0 0,1 0,0;2843 2844,0 0,0 1,0;
218 2844,0 0,1 0,0;218 2844,0 0,0 1,0;
220 2845,0 0,1 0,0;220 2845,0 0,0 1,0;
2845 2846,0 0,1 0,0;2845 2846,0 0,0 1,0;
2846 2847,0 0,1 0,0;2846 2847,0 0,0 1,0;
2847 2848,0 0,1 0,0;2847 2848,0 0,0 1,0;
2848 2849,0 0,1 0,0;2848 2849,0 0,0 1,0;
2849 2850,0 0,1 0,0;2849 2850,0 0,0 1,0;
2850 2851,0 0,1 0,0;2850 2851,0 0,0 1,0;
2851 2852,0 0,1 0,0;2851 2852,0 0,0 1,0;
2852 2853,0 0,1 0,0;2852 2853,0 0,0 1,0;
2853 2854,0 0,1 0,0;2853 2854,0 0,0 1,0;
2854 2855,0 0,1 0,0;2854 2855,0 0,0 1,0;
2855 2856,0 0,1 0,0;2855 2856,0 0,0 1,0;
2856 2857,0 0,1 0,0;2856 2857,0 0,0 1,0;
2857 2858,0 0,1 0,0;2857 2858,0 0,0 1,0;
2858 2859,0 0,1 0,0;2858 2859,0 0,0 1,0;
2859 2860,0 0,1 0,0;2859 2860,0 0,0 1,0;
2860 2861,0 0,1 0,0;2860 2861,0 0,0 1,0;
2861 2862,0 0,1 0,0;2861 2862,0 0,0 1,0;
2862 2863,0 0,1 0,0;2862 2863,0 0,0 1,0;
2863 2864,0 0,1 0,0;2863 2864,0 0,0 1,0;
2864 2865,0 0,1 0,0;2864 2865,0 0,0 1,0;
2865 2866,0 0,1 0,0;2865 2866,0 0,0 1,0;
2866 2867,0 0,1 0,0;2866 2867,0 0,0 1,0;
2867 2868,0 0,1 0,0;2867 2868,0 0,0 1,0;
2868 2869,0 0,1 0,0;2868 2869,0 0,0 1,0;
2869 2870,0 0,1 0,0;2869 2870,0 0,0 1,0;
2870 2871,0 0,1 0,0;2870 2871,0 0,0 1,0;
2871 2872,0 0,1 0,0;2871 2872,0 0,0 1,0;
2872 2873,0 0,1 0,0;2872 2873,0 0,0 1,0;
2873 2874,0 0,1 0,0;2873 2874,0 0,0 1,0;
2874 2875,0 0,1 0,0;2874 2875,0 0,0 1,0;
2875 2876,0 0,1 0,0;2875 2876,0 0,0 1,0;
2876 2877,0 0,1 0,0;2876 2877,0 0,0 1,0;
221 2877,0 0,1 0,0;221 2877,0 0,0 1,0;
221 222 223,0 1 2,1 1 1,1.0784504572761404;221 222 223,0 0 1,1 0 1,1.0784417580541672;221 222 223,0 0 1,0 1 1,1.0784090510653672;221 222 223,0 1 0,1 1 0,1.0037896986528825;221 222 223,0 1 0,0 1 1,1.0784090510653672;221 222 223,0 1 1,1 1 0,1.0035333464739893;221 222 223,0 1 1,1 0 1,1.0784417580541672;221 222 223,0 0 0,1 0 0,1.0020329705225457;221 222 223,0 0 0,0 1 0,1.0024102316379504;221 222 223,0 0 0,0 0 1,1.078400351843394;
222 224,0 0,1 0,0;222 224,0 0,0 1,0;
224 225 226,0 1 2,1 1 1,1.0788694828132008;224 225 226,0 0 1,1 0 1,1.0784008585582128;224 225 226,0 0 1,0 1 1,1.078868976098382;224 225 226,0 1 0,1 1 0,1.0042865130383434;224 225 226,0 1 0,0 1 1,1.078868976098382;224 225 226,0 1 1,1 1 0,1.0040132292854818;224 225 226,0 1 1,1 0 1,1.0784008585582128;224 225 226,0 0 0,1 0 0,1.0016581891519731;224 225 226,0 0 0,0 1 0,1.0029424794196196;224 225 226,0 0 0,0 0 1,1.078400351843394;
225 2878,0 0,1 0,0;225 2878,0 0,0 1,0;
2878 2879,0 0,1 0,0;2878 2879,0 0,0 1,0;
2879 2880,0 0,1 0,0;2879 2880,0 0,0 1,0;
2880 2881,0 0,1 0,0;2880 2881,0 0,0 1,0;
2881 2882,0 0,1 0,0;2881 2882,0 0,0 1,0;
2882 2883,0 0,1 0,0;2882 2883,0 0,0 1,0;
2883 2884,0 0,1 0,0;2883 2884,0 0,0 1,0;
2884 2885,0 0,1 0,0;2884 2885,0 0,0 1,0;
2885 2886,0 0,1 0,0;2885 2886,0 0,0 1,0;
2886 2887,0 0,1 0,0;2886 2887,0 0,0 1,0;
2887 2888,0 0,1 0,0;2887 2888,0 0,0 1,0;
2888 2889,0 0,1 0,0;2888 2889,0 0,0 1,0;
2889 2890,0 0,1 0,0;2889 2890,0 0,0 1,0;
2890 2891,0 0,1 0,0;2890 2891,0 0,0 1,0;
2891 2892,0 0,1 0,0;2891 2892,0 0,0 1,0;
228 2892,0 0,1 0,0;228 2892,0 0,0 1,0;
228 229 230,0 1 2,1 1 1,1.0785195755987587;228 229 230,0 0 1,1 0 1,1.078446654888385;228 229 230,0 0 1,0 1 1,1.0784732725537676;228 229 230,0 1 0,1 1 0,1.0025610416652682;228 229 230,0 1 0,0 1 1,1.0784732725537676;228 229 230,0 1 1,1 1 0,1.0032124932758377;228 229 230,0 1 1,1 0 1,1.078446654888385;228 229 230,0 0 0,1 0 0,1.0015599195451244;228 229 230,0 0 0,0 1 0,1.0020195959691056;228 229 230,0 0 0,0 0 1,1.078400351843394;
229 2893,0 0,1 0,0;229 2893,0 0,0 1,0;
2893 2894,0 0,1 0,0;2893 2894,0 0,0 1,0;
2894 2895,0 0,1 0,0;2894 2895,0 0,0 1,0;
232 2895,0 0,1 0,0;232 2895,0 0,0 1,0;
232 233 234,0 1 2,1 1 1,1.0094262149830782;232 233 234,0 0 1,1 0 1,1.0023410424660644;232 233 234,0 0 1,0 1 1,1.0036369263346354;232 233 234,0 1 0,1 1 0,1.003620456960053;232 233 234,0 1 0,0 1 1,1.004008814265861;232 233 234,0 1 1,1 1 0,1.0046643193591134;232 233 234,0 1 1,1 0 1,1.00353580910108;232 233 234,0 0 0,1 0 0,1.0021052891502893;232 233 234,0 0 0,0 1 0,1.0039032147855278;232 233 234,0 0 0,0 0 1,1.001863242875593;
233 2896,0 0,1 0,0;233 2896,0 0,0 1,0;
2896 2897,0 0,1 0,0;2896 2897,0 0,0 1,0;
2897 2898,0 0,1 0,0;2897 2898,0 0,0 1,0;
2898 2899,0 0,1 0,0;2898 2899,0 0,0 1,0;
2899 2900,0 0,1 0,0;2899 2900,0 0,0 1,0;
2900 2901,0 0,1 0,0;2900 2901,0 0,0 1,0;
2901 2902,0 0,1 0,0;2901 2902,0 0,0 1,0;
2902 2903,0 0,1 0,0;2902 2903,0 0,0 1,0;
2903 2904,0 0,1 0,0;2903 2904,0 0,0 1,0;
2904 2905,0 0,1 0,0;2904 2905,0 0,0 1,0;
2905 2906,0 0,1 0,0;2905 2906,0 0,0 1,0;
2906 2907,0 0,1 0,0;2906 2907,0 0,0 1,0;
2907 2908,0 0,1 0,0;2907 2908,0 0,0 1,0;
2908 2909,0 0,1 0,0;2908 2909,0 0,0 1,0;
2909 2910,0 0,1 0,0;2909 2910,0 0,0 1,0;
2910 2911,0 0,1 0,0;2910 2911,0 0,0 1,0;
2911 2912,0 0,1 0,0;2911 2912,0 0,0 1,0;
2912 2913,0 0,1 0,0;2912 2913,0 0,0 1,0;
2913 2914,0 0,1 0,0;2913 2914,0 0,0 1,0;
2914 2915,0 0,1 0,0;2914 2915,0 0,0 1,0;
2915 2916,0 0,1 0,0;2915 2916,0 0,0 1,0;
2916 2917,0 0,1 0,0;2916 2917,0 0,0 1,0;
2917 2918,0 0,1 0,0;2917 2918,0 0,0 1,0;
2918 2919,0 0,1 0,0;2918 2919,0 0,0 1,0;
2919 2920,0 0,1 0,0;2919 2920,0 0,0 1,0;
2920 2921,0 0,1 0,0;2920 2921,0 0,0 1,0;
236 2921,0 0,1 0,0;236 2921,0 0,0 1,0;
236 237 238,0 1 2,1 1 1,1.0791750742400952;236 237 238,0 0 1,1 0 1,1.0784238371065475;236 237 238,0 0 1,0 1 1,1.0791515889769416;236 237 238,0 1 0,1 1 0,1.0042163863488314;236 237 238,0 1 0,0 1 1,1.0791515889769416;236 237 238,0 1 1,1 1 0,1.0039867813484007;236 237 238,0 1 1,1 0 1,1.0784238371065475;236 237 238,0 0 0,1 0 0,1.001423074812871;236 237 238,0 0 0,0 1 0,1.0032558469664452;236 237 238,0 0 0,0 0 1,1.078400351843394;
237 2922,0 0,1 0,0;237 2922,0 0,0 1,0;
2922 2923,0 0,1 0,0;2922 2923,0 0,0 1,0;
2923 2924,0 0,1 0,0;2923 2924,0 0,0 1,0;
2924 2925,0 0,1 0,0;2924 2925,0 0,0 1,0;
2925 2926,0 0,1 0,0;2925 2926,0 0,0 1,0;
2926 2927,0 0,1 0,0;2926 2927,0 0,0 1,0;
2927 2928,0 0,1 0,0;2927 2928,0 0,0 1,0;
2928 2929,0 0,1 0,0;2928 2929,0 0,0 1,0;
2929 2930,0 0,1 0,0;2929 2930,0 0,0 1,0;
2930 2931,0 0,1 0,0;2930 2931,0 0,0 1,0;
2931 2932,0 0,1 0,0;2931 2932,0 0,0 1,0;
2932 2933,0 0,1 0,0;2932 2933,0 0,0 1,0;
2933 2934,0 0,1 0,0;2933 2934,0 0,0 1,0;
2934 2935,0 0,1 0,0;2934 2935,0 0,0 1,0;
2935 2936,0 0,1 0,0;2935 2936,0 0,0 1,0;
2936 2937,0 0,1 0,0;2936 2937,0 0,0 1,0;
2937 2938,0 0,1 0,0;2937 2938,0 0,0 1,0;
2938 2939,0 0,1 0,0;2938 2939,0 0,0 1,0;
240 2939,0 0,1 0,0;240 2939,0 0,0 1,0;
240 241 242,0 1 2,1 1 1,1.00961085465442;240 241 242,0 0 1,1 0 1,1.0022655590641187;240 241 242,0 0 1,0 1 1,1.0041303642692114;240 241 242,0 1 0,1 1 0,1.0043357075292518;240 241 242,0 1 0,0 1 1,1.004835145717275;240 241 242,0 1 1,1 1 0,1.0041682185258505;240 241 242,0 1 1,1 0 1,1.0026069728309848;240 241 242,0 0 0,1 0 0,1.0013019331114734;240 241 242,0 0 0,0 1 0,1.0030706509774756;240 241 242,0 0 0,0 0 1,1.0016060377773928;
241 2940,0 0,1 0,0;241 2940,0 0,0 1,0;
2940 2941,0 0,1 0,0;2940 2941,0 0,0 1,0;
2941 2942,0 0,1 0,0;2941 2942,0 0,0 1,0;
2942 2943,0 0,1 0,0;2942 2943,0 0,0 1,0;
2943 2944,0 0,1 0,0;2943 2944,0 0,0 1,0;
2944 2945,0 0,1 0,0;2944 2945,0 0,0 1,0;
2945 2946,0 0,1 0,0;2945 2946,0 0,0 1,0;
2946 2947,0 0,1 0,0;2946 2947,0 0,0 1,0;
2947 2948,0 0,1 0,0;2947 2948,0 0,0 1,0;
2948 2949,0 0,1 0,0;2948 2949,0 0,0 1,0;
2949 2950,0 0,1 0,0;2949 2950,0 0,0 1,0;
2950 2951,0 0,1 0,0;2950 2951,0 0,0 1,0;
2951 2952,0 0,1 0,0;2951 2952,0 0,0 1,0;
2952 2953,0 0,1 0,0;2952 2953,0 0,0 1,0;
2953 2954,0 0,1 0,0;2953 2954,0 0,0 1,0;
2954 2955,0 0,1 0,0;2954 2955,0 0,0 1,0;
2955 2956,0 0,1 0,0;2955 2956,0 0,0 1,0;
2956 2957,0 0,1 0,0;2956 2957,0 0,0 1,0;
2957 2958,0 0,1 0,0;2957 2958,0 0,0 1,0;
2958 2959,0 0,1 0,0;2958 2959,0 0,0 1,0;
244 2959,0 0,1 0,0;244 2959,0 0,0 1,0;
244 245 246,0 1 2,1 1 1,1.0785230289189913;244 245 246,0 0 1,1 0 1,1.0784089048935772;244 245 246,0 0 1,0 1 1,1.078514475868808;244 245 246,0 1 0,1 1 0,1.0031703139083992;244 245 246,0 1 0,0 1 1,1.078514475868808;244 245 246,0 1 1,1 1 0,1.0033065685748224;244 245 246,0 1 1,1 0 1,1.0784089048935772;244 245 246,0 0 0,1 0 0,1.001235281409798;244 245 246,0 0 0,0 1 0,1.0023908958498535;244 245 246,0 0 0,0 0 1,1.078400351843394;
245 2960,0 0,1 0,0;245 2960,0 0,0 1,0;
2960 2961,0 0,1 0,0;2960 2961,0 0,0 1,0;
2961 2962,0 0,1 0,0;2961 2962,0 0,0 1,0;
248 2962,0 0,1 0,0;248 2962,0 0,0 1,0;
248 249 250,0 1 2,1 1 1,1.0789447303263657;248 249 250,0 0 1,1 0 1,1.0784065861153977;248 249 250,0 0 1,0 1 1,1.0789384960543618;248 249 250,0 1 0,1 1 0,1.0026503303837584;248 249 250,0 1 0,0 1 1,1.0789384960543618;248 249 250,0 1 1,1 1 0,1.003600477298505;248 249 250,0 1 1,1 0 1,1.0784065861153977;248 249 250,0 0 0,1 0 0,1.0015985131565903;248 249 250,0 0 0,0 1 0,1.0021450949399393;248 249 250,0 0 0,0 0 1,1.078400351843394;
249 2963,0 0,1 0,0;249 2963,0 0,0 1,0;
2963 2964,0 0,1 0,0;2963 2964,0 0,0 1,0;
2964 2965,0 0,1 0,0;2964 2965,0 0,0 1,0;
2965 2966,0 0,1 0,0;2965 2966,0 0,0 1,0;
2966 2967,0 0,1 0,0;2966 2967,0 0,0 1,0;
2967 2968,0 0,1 0,0;2967 2968,0 0,0 1,0;
2968 2969,0 0,1 0,0;2968 2969,0 0,0 1,0;
2969 2970,0 0,1 0,0;2969 2970,0 0,0 1,0;
2970 2971,0 0,1 0,0;2970 2971,0 0,0 1,0;
2971 2972,0 0,1 0,0;2971 2972,0 0,0 1,0;
2972 2973,0 0,1 0,0;2972 2973,0 0,0 1,0;
2973 2974,0 0,1 0,0;2973 2974,0 0,0 1,0;
2974 2975,0 0,1 0,0;2974 2975,0 0,0 1,0;
2975 2976,0 0,1 0,0;2975 2976,0 0,0 1,0;
2976 2977,0 0,1 0,0;2976 2977,0 0,0 1,0;
2977 2978,0 0,1 0,0;2977 2978,0 0,0 1,0;
2978 2979,0 0,1 0,0;2978 2979,0 0,0 1,0;
2979 2980,0 0,1 0,0;2979 2980,0 0,0 1,0;
2980 2981,0 0,1 0,0;2980 2981,0 0,0 1,0;
2981 2982,0 0,1 0,0;2981 2982,0 0,0 1,0;
2982 2983,0 0,1 0,0;2982 2983,0 0,0 1,0;
2983 2984,0 0,1 0,0;2983 2984,0 0,0 1,0;
252 2984,0 0,1 0,0;252 2984,0 0,0 1,0;
252 253 254 255,0 1 2 3,1 1 1 1,1.0785137101805509;252 253 254 255,0 0 1 2,1 0 1 1,1.0785137101805509;252 253 254 255,0 0 1 2,0 1 1 1,1.0784484364571327;252 253 254 255,0 1 0 2,1 1 0 1,1.0784656255668121;252 253 254 255,0 1 0 2,0 1 1 1,1.0784484364571327;252 253 254 255,0 1 1 2,1 1 0 1,1.0784656255668121;252 253 254 255,0 1 1 2,1 0 1 1,1.0785137101805509;252 253 254 255,0 0 0 1,1 0 0 1,1.0784656255668121;252 253 254 255,0 0 0 1,0 1 0 1,1.078400351843394;252 253 254 255,0 0 0 1,0 0 1 1,1.0784484364571327;252 253 254 255,0 1 2 0,1 1 1 0,1.0785137101805509;252 253 254 255,0 1 2 0,0 1 1 1,1.0784484364571327;252 253 254 255,0 1 2 1,1 1 1 0,1.0785137101805509;252 253 254 255,0 1 2 1,1 0 1 1,1.0785137101805509;252 253 254 255,0 1 2 2,1 1 1 0,1.0785137101805509;252 253 254 255,0 1 2 2,1 1 0 1,1.0784656255668121;252 253 254 255,0 0 1 0,1 0 1 0,1.0030845478651904;252 253 254 255,0 0 1 0,0 1 1 0,1.0784484364571327;252 253 254 255,0 0 1 0,0 0 1 1,1.0784484364571327;252 253 254 255,0 0 1 1,1 0 1 0,1.0007869637579527;252 253 254 255,0 0 1 1,1 0 0 1,1.0784656255668121;252 253 254 255,0 0 1 1,0 1 1 0,1.0784484364571327;252 253 254 255,0 0 1 1,0 1 0 1,1.078400351843394;252 253 254 255,0 1 0 0,1 1 0 0,1.0784656255668121;252 253 254 255,0 1 0 0,0 1 1 0,1.0784484364571327;252 253 254 255,0 1 0 0,0 1 0 1,1.078400351843394;252 253 254 255,0 1 0 1,1 1 0 0,1.0784656255668121;252 253 254 255,0 1 0 1,1 0 0 1,1.0784656255668121;252 253 254 255,0 1 0 1,0 1 1 0,1.0784484364571327;252 253 254 255,0 1 0 1,0 0 1 1,1.0784484364571327;252 253 254 255,0 1 1 0,1 1 0 0,1.0784656255668121;252 253 254 255,0 1 1 0,1 0 1 0,1.0012958280993596;252 253 254 255,0 1 1 0,0 1 0 1,1.078400351843394;252 253 254 255,0 1 1 0,0 0 1 1,1.0784484364571327;252 253 254 255,0 1 1 1,1 1 0 0,1.0784656255668121;252 253 254 255,0 1 1 1,1 0 1 0,1.0030845478651904;252 253 254 255,0 1 1 1,1 0 0 1,1.0784656255668121;252 253 254 255,0 0 0 0,1 0 0 0,1.0015211985737136;252 253 254 255,0 0 0 0,0 1 0 0,1.078400351843394;252 253 254 255,0 0 0 0,0 0 1 0,1.0014942181580484;252 253 254 255,0 0 0 0,0 0 0 1,1.078400351843394;
253 2985,0 0,1 0,0;253 2985,0 0,0 1,0;
2985 2986,0 0,1 0,0;2985 2986,0 0,0 1,0;
2986 2987,0 0,1 0,0;2986 2987,0 0,0 1,0;
2987 2988,0 0,1 0,0;2987 2988,0 0,0 1,0;
2988 2989,0 0,1 0,0;2988 2989,0 0,0 1,0;
2989 2990,0 0,1 0,0;2989 2990,0 0,0 1,0;
2990 2991,0 0,1 0,0;2990 2991,0 0,0 1,0;
2991 2992,0 0,1 0,0;2991 2992,0 0,0 1,0;
257 2993,0 0,1 0,0;257 2993,0 0,0 1,0;
2993 2994,0 0,1 0,0;2993 2994,0 0,0 1,0;
2994 2995,0 0,1 0,0;2994 2995,0 0,0 1,0;
2995 2996,0 0,1 0,0;2995 2996,0 0,0 1,0;
2996 2997,0 0,1 0,0;2996 2997,0 0,0 1,0;
2997 2998,0 0,1 0,0;2997 2998,0 0,0 1,0;
2998 2999,0 0,1 0,0;2998 2999,0 0,0 1,0;
2999 3000,0 0,1 0,0;2999 3000,0 0,0 1,0;
259 260 261,0 1 2,1 1 1,1.078400351843394;259 260 261,0 0 1,1 0 1,1.078400351843394;259 260 261,0 0 1,0 1 1,1.078400351843394;259 260 261,0 1 0,1 1 0,1.078400351843394;259 260 261,0 1 0,0 1 1,1.078400351843394;259 260 261,0 1 1,1 1 0,1.078400351843394;259 260 261,0 1 1,1 0 1,1.078400351843394;259 260 261,0 0 0,1 0 0,1.078400351843394;259 260 261,0 0 0,0 1 0,1.078400351843394;259 260 261,0 0 0,0 0 1,1.078400351843394;
259 3001,0 0,1 0,0;259 3001,0 0,0 1,0;
3001 3002,0 0,1 0,0;3001 3002,0 0,0 1,0;
3002 3003,0 0,1 0,0;3002 3003,0 0,0 1,0;
3003 3004,0 0,1 0,0;3003 3004,0 0,0 1,0;
3004 3005,0 0,1 0,0;3004 3005,0 0,0 1,0;
263,0,1,0;
263 3006,0 0,1 0,0;263 3006,0 0,0 1,0;
3006 3007,0 0,1 0,0;3006 3007,0 0,0 1,0;
3007 3008,0 0,1 0,0;3007 3008,0 0,0 1,0;
3008 3009,0 0,1 0,0;3008 3009,0 0,0 1,0;
3009 3010,0 0,1 0,0;3009 3010,0 0,0 1,0;
3010 3011,0 0,1 0,0;3010 3011,0 0,0 1,0;
3011 3012,0 0,1 0,0;3011 3012,0 0,0 1,0;
3012 3013,0 0,1 0,0;3012 3013,0 0,0 1,0;
3013 3014,0 0,1 0,0;3013 3014,0 0,0 1,0;
3014 3015,0 0,1 0,0;3014 3015,0 0,0 1,0;
265 3015,0 0,1 0,0;265 3015,0 0,0 1,0;
265 266 267,0 1 2,1 1 1,1.078400351843394;265 266 267,0 0 1,1 0 1,1.078400351843394;265 266 267,0 0 1,0 1 1,1.078400351843394;265 266 267,0 1 0,1 1 0,1.078400351843394;265 266 267,0 1 0,0 1 1,1.078400351843394;265 266 267,0 1 1,1 1 0,1.078400351843394;265 266 267,0 1 1,1 0 1,1.078400351843394;265 266 267,0 0 0,1 0 0,1.078400351843394;265 266 267,0 0 0,0 1 0,1.078400351843394;265 266 267,0 0 0,0 0 1,1.078400351843394;
257 268 269,0 1 2,1 1 1,1.078400351843394;257 268 269,0 0 1,1 0 1,1.078400351843394;257 268 269,0 0 1,0 1 1,1.078400351843394;257 268 269,0 1 0,1 1 0,1.078400351843394;257 268 269,0 1 0,0 1 1,1.078400351843394;257 268 269,0 1 1,1 1 0,1.078400351843394;257 268 269,0 1 1,1 0 1,1.078400351843394;257 268 269,0 0 0,1 0 0,1.078400351843394;257 268 269,0 0 0,0 1 0,1.078400351843394;257 268 269,0 0 0,0 0 1,1.078400351843394;
268 3016,0 0,1 0,0;268 3016,0 0,0 1,0;
3016 3017,0 0,1 0,0;3016 3017,0 0,0 1,0;
3017 3018,0 0,1 0,0;3017 3018,0 0,0 1,0;
3018 3019,0 0,1 0,0;3018 3019,0 0,0 1,0;
3019 3020,0 0,1 0,0;3019 3020,0 0,0 1,0;
271 3020,0 0,1 0,0;271 3020,0 0,0 1,0;
271 272 273,0 1 2,1 1 1,1.078400351843394;271 272 273,0 0 1,0 1 1,1.078400351843394;271 272 273,0 0 1,1 0 1,1.078400351843394;271 272 273,0 1 0,0 1 1,1.078400351843394;271 272 273,0 1 0,1 1 0,1.078400351843394;271 272 273,0 1 1,1 1 0,1.078400351843394;271 272 273,0 1 1,1 0 1,1.078400351843394;271 272 273,0 0 0,0 1 0,1.078400351843394;271 272 273,0 0 0,0 0 1,1.078400351843394;271 272 273,0 0 0,1 0 0,1.078400351843394;
272 3021,0 0,1 0,0;272 3021,0 0,0 1,0;
3021 3022,0 0,1 0,0;3021 3022,0 0,0 1,0;
3022 3023,0 0,1 0,0;3022 3023,0 0,0 1,0;
3023 3024,0 0,1 0,0;3023 3024,0 0,0 1,0;
3024 3025,0 0,1 0,0;3024 3025,0 0,0 1,0;
3025 3026,0 0,1 0,0;3025 3026,0 0,0 1,0;
3026 3027,0 0,1 0,0;3026 3027,0 0,0 1,0;
3027 3028,0 0,1 0,0;3027 3028,0 0,0 1,0;
275 276 277,0 1 2,1 1 1,1.0092891862879463;275 276 277,0 0 1,1 0 1,1.003465058114329;275 276 277,0 0 1,0 1 1,1.003807405400007;275 276 277,0 1 0,1 1 0,1.0037886729669923;275 276 277,0 1 0,0 1 1,1.002992020219417;275 276 277,0 1 1,1 1 0,1.0049206266514916;275 276 277,0 1 1,1 0 1,1.0033675099706678;275 276 277,0 0 0,1 0 0,1.0021235334722496;275 276 277,0 0 0,0 1 0,1.0026827210394194;275 276 277,0 0 0,0 0 1,1.0015371060296134;
275 278,0 0,1 0,0;275 278,0 0,0 1,0;
