1,0,1,0;
179 182,0 0,1 0,0;179 182,0 0,0 1,0;
182 183 184 185,0 1 2 3,1 1 1 1,1.085213680164408;182 183 184 185,0 0 1 2,1 0 1 1,1.0851337318591432;182 183 184 185,0 0 1 2,0 1 1 1,1.085134622962772;182 183 184 185,0 1 0 2,0 1 1 1,1.085134622962772;182 183 184 185,0 1 0 2,1 1 0 1,1.0048208365360356;182 183 184 185,0 1 1 2,1 0 1 1,1.0851337318591432;182 183 184 185,0 1 1 2,1 1 0 1,1.0048039221863265;182 183 184 185,0 0 0 1,0 0 1 1,1.0850546746575076;182 183 184 185,0 0 0 1,1 0 0 1,1.0040778109885102;182 183 184 185,0 0 0 1,0 1 0 1,1.0035546885132347;182 183 184 185,0 1 2 0,0 1 1 1,1.085134622962772;182 183 184 185,0 1 2 0,1 1 1 0,1.085184739196215;182 183 184 185,0 1 2 1,1 0 1 1,1.0851337318591432;182 183 184 185,0 1 2 1,1 1 1 0,1.085184739196215;182 183 184 185,0 1 2 2,1 1 1 0,1.085184739196215;182 183 184 185,0 1 2 2,1 1 0 1,1.003923925699766;182 183 184 185,0 0 1 0,0 0 1 1,1.0850546746575076;182 183 184 185,0 0 1 0,1 0 1 0,1.0851047908909504;182 183 184 185,0 0 1 0,0 1 1 0,1.0851056819945792;182 183 184 185,0 0 1 1,1 0 1 0,1.0851047908909504;182 183 184 185,0 0 1 1,1 0 0 1,1.0013595108543436;182 183 184 185,0 0 1 1,0 1 1 0,1.0851056819945792;182 183 184 185,0 0 1 1,0 1 0 1,1.001033352216334;182 183 184 185,0 1 0 0,0 1 1 0,1.0851056819945792;182 183 184 185,0 1 0 0,0 1 0 1,1.003351543576173;182 183 184 185,0 1 0 0,1 1 0 0,1.004413097263513;182 183 184 185,0 1 0 1,0 0 1 1,1.0850546746575076;182 183 184 185,0 1 0 1,0 1 1 0,1.0851056819945792;182 183 184 185,0 1 0 1,1 0 0 1,1.0025393904245283;182 183 184 185,0 1 0 1,1 1 0 0,1.002240368789412;182 183 184 185,0 1 1 0,0 0 1 1,1.0850546746575076;182 183 184 185,0 1 1 0,0 1 0 1,1.0019066603231972;182 183 184 185,0 1 1 0,1 0 1 0,1.0851047908909504;182 183 184 185,0 1 1 0,1 1 0 0,1.0021071709923208;182 183 184 185,0 1 1 1,1 0 1 0,1.0851047908909504;182 183 184 185,0 1 1 1,1 0 0 1,1.0046213353121596;182 183 184 185,0 1 1 1,1 1 0 0,1.0033825349067576;182 183 184 185,0 0 0 0,0 0 1 0,1.0850257336893145;182 183 184 185,0 0 0 0,0 0 0 1,1.0020097641133352;182 183 184 185,0 0 0 0,1 0 0 0,1.0023000819592465;182 183 184 185,0 0 0 0,0 1 0 0,1.001396581701991;
183 2717,0 0,1 0,0;183 2717,0 0,0 1,0;
2717 2718,0 0,1 0,0;2717 2718,0 0,0 1,0;
2718 2719,0 0,1 0,0;2718 2719,0 0,0 1,0;
2719 2720,0 0,1 0,0;2719 2720,0 0,0 1,0;
2720 2721,0 0,1 0,0;2720 2721,0 0,0 1,0;
2721 2722,0 0,1 0,0;2721 2722,0 0,0 1,0;
2722 2723,0 0,1 0,0;2722 2723,0 0,0 1,0;
2723 2724,0 0,1 0,0;2723 2724,0 0,0 1,0;
2724 2725,0 0,1 0,0;2724 2725,0 0,0 1,0;
2725 2726,0 0,1 0,0;2725 2726,0 0,0 1,0;
187 2726,0 0,1 0,0;187 2726,0 0,0 1,0;
187 188 189,0 1 2,1 1 1,1.0857893066771098;187 188 189,0 0 1,1 0 1,1.0856426537113402;187 188 189,0 0 1,0 1 1,1.0851723866550842;187 188 189,0 1 0,1 1 0,1.004589237958858;187 188 189,0 1 0,0 1 1,1.0851723866550842;187 188 189,0 1 1,1 1 0,1.0042151614422998;187 188 189,0 1 1,1 0 1,1.0856426537113402;187 188 189,0 0 0,1 0 0,1.0031148465004107;187 188 189,0 0 0,0 1 0,1.0019096746390954;187 188 189,0 0 0,0 0 1,1.0850257336893145;
188 2727,0 0,1 0,0;188 2727,0 0,0 1,0;
2727 2728,0 0,1 0,0;2727 2728,0 0,0 1,0;
2728 2729,0 0,1 0,0;2728 2729,0 0,0 1,0;
2729 2730,0 0,1 0,0;2729 2730,0 0,0 1,0;
2730 2731,0 0,1 0,0;2730 2731,0 0,0 1,0;
2731 2732,0 0,1 0,0;2731 2732,0 0,0 1,0;
2732 2733,0 0,1 0,0;2732 2733,0 0,0 1,0;
2733 2734,0 0,1 0,0;2733 2734,0 0,0 1,0;
2734 2735,0 0,1 0,0;2734 2735,0 0,0 1,0;
2735 2736,0 0,1 0,0;2735 2736,0 0,0 1,0;
191 2736,0 0,1 0,0;191 2736,0 0,0 1,0;
193 2737,0 0,1 0,0;193 2737,0 0,0 1,0;
2737 2738,0 0,1 0,0;2737 2738,0 0,0 1,0;
2738 2739,0 0,1 0,0;2738 2739,0 0,0 1,0;
2739 2740,0 0,1 0,0;2739 2740,0 0,0 1,0;
2740 2741,0 0,1 0,0;2740 2741,0 0,0 1,0;
2741 2742,0 0,1 0,0;2741 2742,0 0,0 1,0;
2742 2743,0 0,1 0,0;2742 2743,0 0,0 1,0;
2743 2744,0 0,1 0,0;2743 2744,0 0,0 1,0;
2744 2745,0 0,1 0,0;2744 2745,0 0,0 1,0;
194 2745,0 0,1 0,0;194 2745,0 0,0 1,0;
194 195 196,0 1 2,1 1 1,1.0859432384391565;194 195 196,0 0 1,1 0 1,1.0859247301335677;194 195 196,0 0 1,0 1 1,1.0850442419949036;194 195 196,0 1 0,1 1 0,1.004184940688456;194 195 196,0 1 0,0 1 1,1.0850442419949036;194 195 196,0 1 1,1 1 0,1.0049048886047571;194 195 196,0 1 1,1 0 1,1.0859247301335677;194 195 196,0 0 0,1 0 0,1.0035769582047889;194 195 196,0 0 0,0 1 0,1.001740747541154;194 195 196,0 0 0,0 0 1,1.0850257336893145;
195 2746,0 0,1 0,0;195 2746,0 0,0 1,0;
2746 2747,0 0,1 0,0;2746 2747,0 0,0 1,0;
2747 2748,0 0,1 0,0;2747 2748,0 0,0 1,0;
2748 2749,0 0,1 0,0;2748 2749,0 0,0 1,0;
198 2749,0 0,1 0,0;198 2749,0 0,0 1,0;
200 2750,0 0,1 0,0;200 2750,0 0,0 1,0;
2750 2751,0 0,1 0,0;2750 2751,0 0,0 1,0;
2751 2752,0 0,1 0,0;2751 2752,0 0,0 1,0;
2752 2753,0 0,1 0,0;2752 2753,0 0,0 1,0;
2753 2754,0 0,1 0,0;2753 2754,0 0,0 1,0;
2754 2755,0 0,1 0,0;2754 2755,0 0,0 1,0;
2755 2756,0 0,1 0,0;2755 2756,0 0,0 1,0;
2756 2757,0 0,1 0,0;2756 2757,0 0,0 1,0;
2757 2758,0 0,1 0,0;2757 2758,0 0,0 1,0;
201 2758,0 0,1 0,0;201 2758,0 0,0 1,0;
201 202 203,0 1 2,1 1 1,1.086209374461504;201 202 203,0 0 1,1 0 1,1.0861924852266793;201 202 203,0 0 1,0 1 1,1.0850426229241392;201 202 203,0 1 0,1 1 0,1.0044708761245464;201 202 203,0 1 0,0 1 1,1.0850426229241392;201 202 203,0 1 1,1 1 0,1.005254147963093;201 202 203,0 1 1,1 0 1,1.0861924852266793;201 202 203,0 0 0,1 0 0,1.0037726046490174;201 202 203,0 0 0,0 1 0,1.00167622347785;201 202 203,0 0 0,0 0 1,1.0850257336893145;
202 2759,0 0,1 0,0;202 2759,0 0,0 1,0;
2759 2760,0 0,1 0,0;2759 2760,0 0,0 1,0;
2760 2761,0 0,1 0,0;2760 2761,0 0,0 1,0;
2761 2762,0 0,1 0,0;2761 2762,0 0,0 1,0;
2762 2763,0 0,1 0,0;2762 2763,0 0,0 1,0;
205 2763,0 0,1 0,0;205 2763,0 0,0 1,0;
207 2764,0 0,1 0,0;207 2764,0 0,0 1,0;
2764 2765,0 0,1 0,0;2764 2765,0 0,0 1,0;
2765 2766,0 0,1 0,0;2765 2766,0 0,0 1,0;
2766 2767,0 0,1 0,0;2766 2767,0 0,0 1,0;
2767 2768,0 0,1 0,0;2767 2768,0 0,0 1,0;
2768 2769,0 0,1 0,0;2768 2769,0 0,0 1,0;
2769 2770,0 0,1 0,0;2769 2770,0 0,0 1,0;
2770 2771,0 0,1 0,0;2770 2771,0 0,0 1,0;
2771 2772,0 0,1 0,0;2771 2772,0 0,0 1,0;
2772 2773,0 0,1 0,0;2772 2773,0 0,0 1,0;
2773 2774,0 0,1 0,0;2773 2774,0 0,0 1,0;
2774 2775,0 0,1 0,0;2774 2775,0 0,0 1,0;
2775 2776,0 0,1 0,0;2775 2776,0 0,0 1,0;
2776 2777,0 0,1 0,0;2776 2777,0 0,0 1,0;
2777 2778,0 0,1 0,0;2777 2778,0 0,0 1,0;
2778 2779,0 0,1 0,0;2778 2779,0 0,0 1,0;
2779 2780,0 0,1 0,0;2779 2780,0 0,0 1,0;
2780 2781,0 0,1 0,0;2780 2781,0 0,0 1,0;
2781 2782,0 0,1 0,0;2781 2782,0 0,0 1,0;
2782 2783,0 0,1 0,0;2782 2783,0 0,0 1,0;
208 2783,0 0,1 0,0;208 2783,0 0,0 1,0;
208 209 210,0 1 2,1 1 1,1.011373390051581;208 209 210,0 0 1,1 0 1,1.005337203994126;208 209 210,0 0 1,0 1 1,1.00340256421866;208 209 210,0 1 0,1 1 0,1.0046297674340117;208 209 210,0 1 0,0 1 1,1.0043924129624395;208 209 210,0 1 1,1 1 0,1.0039944518764468;208 209 210,0 1 1,1 0 1,1.0058924748267835;208 209 210,0 0 0,1 0 0,1.0032709292315143;208 209 210,0 0 0,0 1 0,1.0014102576676005;208 209 210,0 0 0,0 0 1,1.0032243273145556;
209 2784,0 0,1 0,0;209 2784,0 0,0 1,0;
2784 2785,0 0,1 0,0;2784 2785,0 0,0 1,0;
2785 2786,0 0,1 0,0;2785 2786,0 0,0 1,0;
2786 2787,0 0,1 0,0;2786 2787,0 0,0 1,0;
2787 2788,0 0,1 0,0;2787 2788,0 0,0 1,0;
2788 2789,0 0,1 0,0;2788 2789,0 0,0 1,0;
2789 2790,0 0,1 0,0;2789 2790,0 0,0 1,0;
2790 2791,0 0,1 0,0;2790 2791,0 0,0 1,0;
2791 2792,0 0,1 0,0;2791 2792,0 0,0 1,0;
2792 2793,0 0,1 0,0;2792 2793,0 0,0 1,0;
2793 2794,0 0,1 0,0;2793 2794,0 0,0 1,0;
2794 2795,0 0,1 0,0;2794 2795,0 0,0 1,0;
212 2795,0 0,1 0,0;212 2795,0 0,0 1,0;
212 213 214,0 1 2,1 1 1,1.0103362614254796;212 213 214,0 0 1,1 0 1,1.0043419064444252;212 213 214,0 0 1,0 1 1,1.0022810363344072;212 213 214,0 1 0,1 1 0,1.0050447950485373;212 213 214,0 1 0,0 1 1,1.0034134844909288;212 213 214,0 1 1,1 1 0,1.004321407333404;212 213 214,0 1 1,1 0 1,1.0051304030794288;212 213 214,0 0 0,1 0 0,1.003584883199008;212 213 214,0 0 0,0 1 0,1.0019126686292388;212 213 214,0 0 0,0 0 1,1.0022153012556074;
213 2796,0 0,1 0,0;213 2796,0 0,0 1,0;
2796 2797,0 0,1 0,0;2796 2797,0 0,0 1,0;
2797 2798,0 0,1 0,0;2797 2798,0 0,0 1,0;
2798 2799,0 0,1 0,0;2798 2799,0 0,0 1,0;
2799 2800,0 0,1 0,0;2799 2800,0 0,0 1,0;
2800 2801,0 0,1 0,0;2800 2801,0 0,0 1,0;
2801 2802,0 0,1 0,0;2801 2802,0 0,0 1,0;
2802 2803,0 0,1 0,0;2802 2803,0 0,0 1,0;
2803 2804,0 0,1 0,0;2803 2804,0 0,0 1,0;
2804 2805,0 0,1 0,0;2804 2805,0 0,0 1,0;
2805 2806,0 0,1 0,0;2805 2806,0 0,0 1,0;
2806 2807,0 0,1 0,0;2806 2807,0 0,0 1,0;
2807 2808,0 0,1 0,0;2807 2808,0 0,0 1,0;
2808 2809,0 0,1 0,0;2808 2809,0 0,0 1,0;
2809 2810,0 0,1 0,0;2809 2810,0 0,0 1,0;
2810 2811,0 0,1 0,0;2810 2811,0 0,0 1,0;
2811 2812,0 0,1 0,0;2811 2812,0 0,0 1,0;
2812 2813,0 0,1 0,0;2812 2813,0 0,0 1,0;
2813 2814,0 0,1 0,0;2813 2814,0 0,0 1,0;
216 2814,0 0,1 0,0;216 2814,0 0,0 1,0;
217 218,0 0,1 0,0;217 218,0 0,0 1,0;
217 219 220,0 1 2,1 1 1,1.0092533239555488;217 219 220,0 0 1,1 0 1,1.0030701996426574;217 219 220,0 0 1,0 1 1,1.0023157199562867;217 219 220,0 1 0,1 1 0,1.003799535551446;217 219 220,0 1 0,0 1 1,1.0029526755456506;217 219 220,0 1 1,1 1 0,1.0043136702197768;217 219 220,0 1 1,1 0 1,1.0045097475961327;217 219 220,0 0 0,1 0 0,1.0028397594566676;217 219 220,0 0 0,0 1 0,1.0021839080032737;217 219 220,0 0 0,0 0 1,1.0020053994736948;
219 2815,0 0,1 0,0;219 2815,0 0,0 1,0;
222 2815,0 0,1 0,0;222 2815,0 0,0 1,0;
222 223 224 225,0 1 2 3,1 1 1 1,1.010463488845603;222 223 224 225,0 0 1 2,1 0 1 1,1.0041181941677284;222 223 224 225,0 0 1 2,0 1 1 1,1.005589669680419;222 223 224 225,0 1 0 2,0 1 1 1,1.0056559120928201;222 223 224 225,0 1 0 2,1 1 0 1,1.0064814022005426;222 223 224 225,0 1 1 2,1 0 1 1,1.003316582105063;222 223 224 225,0 1 1 2,1 1 0 1,1.0052348760600842;222 223 224 225,0 0 0 1,0 0 1 1,1.003183647584581;222 223 224 225,0 0 0 1,1 0 0 1,1.0039233793463387;222 223 224 225,0 0 0 1,0 1 0 1,1.0048427321318478;222 223 224 225,0 1 2 0,0 1 1 1,1.0046548024564017;222 223 224 225,0 1 2 0,1 1 1 0,1.0049597141037665;222 223 224 225,0 1 2 1,1 0 1 1,1.0040209115844285;222 223 224 225,0 1 2 1,1 1 1 0,1.005866655954176;222 223 224 225,0 1 2 2,1 1 1 0,1.0058447149678353;222 223 224 225,0 1 2 2,1 1 0 1,1.0062170998685354;222 223 224 225,0 0 1 0,0 0 1 1,1.002990775476326;222 223 224 225,0 0 1 0,1 0 1 0,1.0036899034621538;222 223 224 225,0 0 1 0,0 1 1 0,1.0057283688742014;222 223 224 225,0 0 1 1,1 0 1 0,1.0018624472356987;222 223 224 225,0 0 1 1,1 0 0 1,1.0020341596705293;222 223 224 225,0 0 1 1,0 1 1 0,1.003170815316062;222 223 224 225,0 0 1 1,0 1 0 1,1.0033600422019224;222 223 224 225,0 1 0 0,0 1 1 0,1.004442486696202;222 223 224 225,0 1 0 0,0 1 0 1,1.005210654256825;222 223 224 225,0 1 0 0,1 1 0 0,1.0053548311605647;222 223 224 225,0 1 0 1,0 0 1 1,1.0016607242217828;222 223 224 225,0 1 0 1,0 1 1 0,1.0032197046891136;222 223 224 225,0 1 0 1,1 0 0 1,1.0020819657300002;222 223 224 225,0 1 0 1,1 1 0 0,1.0036987324672304;222 223 224 225,0 1 1 0,0 0 1 1,1.0007628707749114;222 223 224 225,0 1 1 0,0 1 0 1,1.0023254288984518;222 223 224 225,0 1 1 0,1 0 1 0,1.0009637567903595;222 223 224 225,0 1 1 0,1 1 0 0,1.0025435779131069;222 223 224 225,0 1 1 1,1 0 1 0,1.003235178839787;222 223 224 225,0 1 1 1,1 0 0 1,1.0035803003360253;222 223 224 225,0 1 1 1,1 1 0 0,1.00556718204123;222 223 224 225,0 0 0 0,0 0 1 0,1.0012185300713452;222 223 224 225,0 0 0 0,0 0 0 1,1.0015691555788158;222 223 224 225,0 0 0 0,1 0 0 0,1.001976723152683;222 223 224 225,0 0 0 0,0 1 0 0,1.0034790742840252;
223 2816,0 0,1 0,0;223 2816,0 0,0 1,0;
2816 2817,0 0,1 0,0;2816 2817,0 0,0 1,0;
2817 2818,0 0,1 0,0;2817 2818,0 0,0 1,0;
2818 2819,0 0,1 0,0;2818 2819,0 0,0 1,0;
2819 2820,0 0,1 0,0;2819 2820,0 0,0 1,0;
2820 2821,0 0,1 0,0;2820 2821,0 0,0 1,0;
2821 2822,0 0,1 0,0;2821 2822,0 0,0 1,0;
2822 2823,0 0,1 0,0;2822 2823,0 0,0 1,0;
2823 2824,0 0,1 0,0;2823 2824,0 0,0 1,0;
227 2824,0 0,1 0,0;227 2824,0 0,0 1,0;
227 228 229,0 1 2,1 1 1,1.0104172117499846;227 228 229,0 0 1,1 0 1,1.0025097186867755;227 228 229,0 0 1,0 1 1,1.0042645106202208;227 228 229,0 1 0,1 1 0,1.0045830551972008;227 228 229,0 1 0,0 1 1,1.0055478070473622;227 228 229,0 1 1,1 1 0,1.0043917218582628;227 228 229,0 1 1,1 0 1,1.0032319497095432;227 228 229,0 0 0,1 0 0,1.0016596393958275;227 228 229,0 0 0,0 1 0,1.0030720362466319;227 228 229,0 0 0,0 0 1,1.0026461625920955;
228 2825,0 0,1 0,0;228 2825,0 0,0 1,0;
2825 2826,0 0,1 0,0;2825 2826,0 0,0 1,0;
2826 2827,0 0,1 0,0;2826 2827,0 0,0 1,0;
2827 2828,0 0,1 0,0;2827 2828,0 0,0 1,0;
2828 2829,0 0,1 0,0;2828 2829,0 0,0 1,0;
2829 2830,0 0,1 0,0;2829 2830,0 0,0 1,0;
2830 2831,0 0,1 0,0;2830 2831,0 0,0 1,0;
2831 2832,0 0,1 0,0;2831 2832,0 0,0 1,0;
2832 2833,0 0,1 0,0;2832 2833,0 0,0 1,0;
2833 2834,0 0,1 0,0;2833 2834,0 0,0 1,0;
2834 2835,0 0,1 0,0;2834 2835,0 0,0 1,0;
2835 2836,0 0,1 0,0;2835 2836,0 0,0 1,0;
2836 2837,0 0,1 0,0;2836 2837,0 0,0 1,0;
2837 2838,0 0,1 0,0;2837 2838,0 0,0 1,0;
2838 2839,0 0,1 0,0;2838 2839,0 0,0 1,0;
2839 2840,0 0,1 0,0;2839 2840,0 0,0 1,0;
2840 2841,0 0,1 0,0;2840 2841,0 0,0 1,0;
2841 2842,0 0,1 0,0;2841 2842,0 0,0 1,0;
2842 2843,0 0,1 0,0;2842 2843,0 0,0 1,0;
2843 2844,0 0,1 0,0;2843 2844,0 0,0 1,0;
231 2844,0 0,1 0,0;231 2844,0 0,0 1,0;
231 232 233 234,0 1 2 3,1 1 1 1,1.0095070791262997;231 232 233 234,0 0 1 2,0 1 1 1,1.004440769292088;231 232 233 234,0 0 1 2,1 0 1 1,1.0035793443924952;231 232 233 234,0 1 0 2,0 1 1 1,1.0056775218185383;231 232 233 234,0 1 0 2,1 1 0 1,1.005030595331531;231 232 233 234,0 1 1 2,1 1 0 1,1.0051466965953666;231 232 233 234,0 1 1 2,1 0 1 1,1.0045001093593697;231 232 233 234,0 0 0 1,0 1 0 1,1.0042349147490492;231 232 233 234,0 0 0 1,0 0 1 1,1.0036538198796736;231 232 233 234,0 0 0 1,1 0 0 1,1.0036291717645873;231 232 233 234,0 1 2 0,0 1 1 1,1.0045977650661204;231 232 233 234,0 1 2 0,1 1 1 0,1.0035756787671386;231 232 233 234,0 1 2 1,1 1 1 0,1.0045239852154395;231 232 233 234,0 1 2 1,1 0 1 1,1.0046461286165072;231 232 233 234,0 1 2 2,1 1 1 0,1.0036558259105752;231 232 233 234,0 1 2 2,1 1 0 1,1.0042534949979705;231 232 233 234,0 0 1 0,0 1 1 0,1.0040693154385967;231 232 233 234,0 0 1 0,0 0 1 1,1.003852606348605;231 232 233 234,0 0 1 0,1 0 1 0,1.0032179744591296;231 232 233 234,0 0 1 1,0 1 1 0,1.0013751908020345;231 232 233 234,0 0 1 1,0 1 0 1,1.0017880223139635;231 232 233 234,0 0 1 1,1 0 1 0,1.0009044720765305;231 232 233 234,0 0 1 1,1 0 0 1,1.0012770139020843;231 232 233 234,0 1 0 0,0 1 1 0,1.0034927612650921;231 232 233 234,0 1 0 0,0 1 0 1,1.0042265818982825;231 232 233 234,0 1 0 0,1 1 0 0,1.003204916179671;231 232 233 234,0 1 0 1,0 1 1 0,1.002487404045959;231 232 233 234,0 1 0 1,0 0 1 1,1.0026034244034192;231 232 233 234,0 1 0 1,1 1 0 0,1.002172331120607;231 232 233 234,0 1 0 1,1 0 0 1,1.0022869550156952;231 232 233 234,0 1 1 0,0 1 0 1,1.0023426832460434;231 232 233 234,0 1 1 0,0 0 1 1,1.0019828182073287;231 232 233 234,0 1 1 0,1 1 0 0,1.001618496618573;231 232 233 234,0 1 1 0,1 0 1 0,1.0013172171807054;231 232 233 234,0 1 1 1,1 1 0 0,1.0044792602994554;231 232 233 234,0 1 1 1,1 0 1 0,1.0032179744591296;231 232 233 234,0 1 1 1,1 0 0 1,1.0036291717645873;231 232 233 234,0 0 0 0,0 1 0 0,1.0030163267303296;231 232 233 234,0 0 0 0,0 0 1 0,1.0019978523999755;231 232 233 234,0 0 0 0,0 0 0 1,1.002638924761708;231 232 233 234,0 0 0 0,1 0 0 0,1.0015103224679114;
58 232,0 0,1 0,0;58 232,0 0,0 1,0;
235,0,1,0;
235 2845,0 0,1 0,0;235 2845,0 0,0 1,0;
2845 2846,0 0,1 0,0;2845 2846,0 0,0 1,0;
2846 2847,0 0,1 0,0;2846 2847,0 0,0 1,0;
2847 2848,0 0,1 0,0;2847 2848,0 0,0 1,0;
237 2848,0 0,1 0,0;237 2848,0 0,0 1,0;
237 238 239,0 1 2,1 1 1,1.0850257336893145;237 238 239,0 0 1,1 0 1,1.0850257336893145;237 238 239,0 0 1,0 1 1,1.0850257336893145;237 238 239,0 1 0,1 1 0,1.0850257336893145;237 238 239,0 1 0,0 1 1,1.0850257336893145;237 238 239,0 1 1,1 1 0,1.0850257336893145;237 238 239,0 1 1,1 0 1,1.0850257336893145;237 238 239,0 0 0,1 0 0,1.0850257336893145;237 238 239,0 0 0,0 1 0,1.0850257336893145;237 238 239,0 0 0,0 0 1,1.0850257336893145;
238 2849,0 0,1 0,0;238 2849,0 0,0 1,0;
2849 2850,0 0,1 0,0;2849 2850,0 0,0 1,0;
2850 2851,0 0,1 0,0;2850 2851,0 0,0 1,0;
2851 2852,0 0,1 0,0;2851 2852,0 0,0 1,0;
2852 2853,0 0,1 0,0;2852 2853,0 0,0 1,0;
2853 2854,0 0,1 0,0;2853 2854,0 0,0 1,0;
2854 2855,0 0,1 0,0;2854 2855,0 0,0 1,0;
2855 2856,0 0,1 0,0;2855 2856,0 0,0 1,0;
2856 2857,0 0,1 0,0;2856 2857,0 0,0 1,0;
2857 2858,0 0,1 0,0;2857 2858,0 0,0 1,0;
2858 2859,0 0,1 0,0;2858 2859,0 0,0 1,0;
2859 2860,0 0,1 0,0;2859 2860,0 0,0 1,0;
2860 2861,0 0,1 0,0;2860 2861,0 0,0 1,0;
2861 2862,0 0,1 0,0;2861 2862,0 0,0 1,0;
2862 2863,0 0,1 0,0;2862 2863,0 0,0 1,0;
2863 2864,0 0,1 0,0;2863 2864,0 0,0 1,0;
241 2864,0 0,1 0,0;241 2864,0 0,0 1,0;
241 242 243,0 1 2,1 1 1,1.0850257336893145;241 242 243,0 0 1,1 0 1,1.0850257336893145;241 242 243,0 0 1,0 1 1,1.0850257336893145;241 242 243,0 1 0,1 1 0,1.0850257336893145;241 242 243,0 1 0,0 1 1,1.0850257336893145;241 242 243,0 1 1,1 1 0,1.0850257336893145;241 242 243,0 1 1,1 0 1,1.0850257336893145;241 242 243,0 0 0,1 0 0,1.0850257336893145;241 242 243,0 0 0,0 1 0,1.0850257336893145;241 242 243,0 0 0,0 0 1,1.0850257336893145;
242 2865,0 0,1 0,0;242 2865,0 0,0 1,0;
2865 2866,0 0,1 0,0;2865 2866,0 0,0 1,0;
2866 2867,0 0,1 0,0;2866 2867,0 0,0 1,0;
245 2867,0 0,1 0,0;245 2867,0 0,0 1,0;
245 246 247 248,0 1 2 3,1 1 1 1,1.085171366750561;245 246 247 248,0 0 1 2,1 0 1 1,1.085124546095369;245 246 247 248,0 0 1 2,0 1 1 1,1.085171366750561;245 246 247 248,0 1 0 2,1 1 0 1,1.0850725543445066;245 246 247 248,0 1 0 2,0 1 1 1,1.085171366750561;245 246 247 248,0 1 1 2,1 1 0 1,1.0850725543445066;245 246 247 248,0 1 1 2,1 0 1 1,1.085124546095369;245 246 247 248,0 0 0 1,1 0 0 1,1.0850257336893145;245 246 247 248,0 0 0 1,0 1 0 1,1.0850725543445066;245 246 247 248,0 0 0 1,0 0 1 1,1.085124546095369;245 246 247 248,0 1 2 0,0 1 1 1,1.085171366750561;245 246 247 248,0 1 2 0,1 1 1 0,1.085171366750561;245 246 247 248,0 1 2 1,1 0 1 1,1.085124546095369;245 246 247 248,0 1 2 1,1 1 1 0,1.085171366750561;245 246 247 248,0 1 2 2,1 1 0 1,1.0850725543445066;245 246 247 248,0 1 2 2,1 1 1 0,1.085171366750561;245 246 247 248,0 0 1 0,0 0 1 1,1.085124546095369;245 246 247 248,0 0 1 0,1 0 1 0,1.085124546095369;245 246 247 248,0 0 1 0,0 1 1 0,1.0030390364812272;245 246 247 248,0 0 1 1,1 0 0 1,1.0850257336893145;245 246 247 248,0 0 1 1,1 0 1 0,1.085124546095369;245 246 247 248,0 0 1 1,0 1 0 1,1.0850725543445066;245 246 247 248,0 0 1 1,0 1 1 0,1.0009150217204044;245 246 247 248,0 1 0 0,0 1 0 1,1.0850725543445066;245 246 247 248,0 1 0 0,1 1 0 0,1.0850725543445066;245 246 247 248,0 1 0 0,0 1 1 0,1.003020501645836;245 246 247 248,0 1 0 1,1 0 0 1,1.0850257336893145;245 246 247 248,0 1 0 1,1 1 0 0,1.0850725543445066;245 246 247 248,0 1 0 1,0 0 1 1,1.085124546095369;245 246 247 248,0 1 0 1,0 1 1 0,1.0016681544605464;245 246 247 248,0 1 1 0,0 1 0 1,1.0850725543445066;245 246 247 248,0 1 1 0,0 0 1 1,1.085124546095369;245 246 247 248,0 1 1 0,1 1 0 0,1.0850725543445066;245 246 247 248,0 1 1 0,1 0 1 0,1.085124546095369;245 246 247 248,0 1 1 1,1 0 0 1,1.0850257336893145;245 246 247 248,0 1 1 1,1 1 0 0,1.0850725543445066;245 246 247 248,0 1 1 1,1 0 1 0,1.085124546095369;245 246 247 248,0 0 0 0,0 0 0 1,1.0850257336893145;245 246 247 248,0 0 0 0,1 0 0 0,1.0850257336893145;245 246 247 248,0 0 0 0,0 1 0 0,1.0014207351948283;245 246 247 248,0 0 0 0,0 0 1 0,1.0016009560226082;
246 2868,0 0,1 0,0;246 2868,0 0,0 1,0;
2868 2869,0 0,1 0,0;2868 2869,0 0,0 1,0;
2869 2870,0 0,1 0,0;2869 2870,0 0,0 1,0;
2870 2871,0 0,1 0,0;2870 2871,0 0,0 1,0;
2871 2872,0 0,1 0,0;2871 2872,0 0,0 1,0;
2872 2873,0 0,1 0,0;2872 2873,0 0,0 1,0;
2873 2874,0 0,1 0,0;2873 2874,0 0,0 1,0;
2874 2875,0 0,1 0,0;2874 2875,0 0,0 1,0;
2875 2876,0 0,1 0,0;2875 2876,0 0,0 1,0;
2876 2877,0 0,1 0,0;2876 2877,0 0,0 1,0;
2877 2878,0 0,1 0,0;2877 2878,0 0,0 1,0;
2878 2879,0 0,1 0,0;2878 2879,0 0,0 1,0;
2879 2880,0 0,1 0,0;2879 2880,0 0,0 1,0;
2880 2881,0 0,1 0,0;2880 2881,0 0,0 1,0;
2881 2882,0 0,1 0,0;2881 2882,0 0,0 1,0;
2882 2883,0 0,1 0,0;2882 2883,0 0,0 1,0;
2883 2884,0 0,1 0,0;2883 2884,0 0,0 1,0;
2884 2885,0 0,1 0,0;2884 2885,0 0,0 1,0;
2885 2886,0 0,1 0,0;2885 2886,0 0,0 1,0;
2886 2887,0 0,1 0,0;2886 2887,0 0,0 1,0;
